wavenumber,blue,black,red
4944.667,24.81566,27.7199,62.69588
4945.631,24.79118,27.69893,62.67833
4946.596,24.76497,27.67925,62.661
4947.56,24.73931,27.65874,62.64352
4948.524,24.71515,27.63732,62.62533
4949.488,24.69143,27.61577,62.6083
4950.453,24.66656,27.59389,62.59143
4951.417,24.64093,27.57177,62.57408
4952.381,24.61483,27.55004,62.55705
4953.345,24.5888,27.52658,62.5392
4954.31,24.56307,27.50298,62.5218
4955.274,24.5376,27.48073,62.50279
4956.238,24.5105,27.45737,62.48227
4957.202,24.48323,27.43335,62.46404
4958.167,24.4567,27.40937,62.44555
4959.131,24.42934,27.38483,62.42355
4960.095,24.40102,27.35969,62.40266
4961.059,24.3729,27.33475,62.38413
4962.023,24.34464,27.31044,62.36525
4962.988,24.31655,27.28548,62.34561
4963.952,24.28845,27.25965,62.32563
4964.916,24.26076,27.2336,62.30716
4965.88,24.23176,27.20734,62.289
4966.845,24.20068,27.18099,62.27098
4967.809,24.1704,27.15457,62.25217
4968.773,24.14081,27.1272,62.23308
4969.737,24.11144,27.10044,62.21587
4970.702,24.08179,27.07441,62.19933
4971.666,24.05093,27.04726,62.18271
4972.63,24.0195,27.01933,62.16654
4973.595,23.98857,26.99051,62.14996
4974.559,23.95806,26.96199,62.13375
4975.523,23.92608,26.93468,62.11896
4976.487,23.89355,26.90608,62.10229
4977.452,23.8611,26.87839,62.08726
4978.416,23.82756,26.84875,62.07263
4979.38,23.79459,26.81819,62.05832
4980.344,23.76174,26.7886,62.04452
4981.309,23.72766,26.7585,62.02857
4982.273,23.69384,26.72848,62.0141
4983.237,23.65958,26.69661,62.00027
4984.201,23.62493,26.66313,61.98486
4985.166,23.58966,26.63119,61.9729
4986.13,23.55462,26.59825,61.96014
4987.094,23.51763,26.56389,61.94292
4988.058,23.48006,26.52904,61.92722
4989.022,23.44306,26.49413,61.91451
4989.987,23.40527,26.45855,61.90013
4990.951,23.36627,26.42027,61.88242
4991.915,23.32649,26.38076,61.86512
4992.879,23.2871,26.34155,61.8489
4993.844,23.24787,26.30164,61.83447
4994.808,23.20877,26.26077,61.82013
4995.772,23.16714,26.2183,61.80388
4996.736,23.1233,26.17393,61.78565
4997.701,23.07957,26.12807,61.76723
4998.665,23.03555,26.08113,61.74748
4999.629,22.9914,26.03314,61.72625
5000.593,22.94552,25.98124,61.70313
5001.558,22.89771,25.92744,61.68015
5002.522,22.84981,25.87232,61.65673
5003.486,22.80177,25.81543,61.63173
5004.451,22.75176,25.75557,61.60521
5005.415,22.70067,25.6928,61.57653
5006.379,22.64884,25.62636,61.5461
5007.343,22.59545,25.55646,61.51471
5008.308,22.54134,25.48529,61.48313
5009.271,22.48727,25.41137,61.44962
5010.236,22.43104,25.33226,61.41322
5011.2,22.37362,25.24937,61.37532
5012.165,22.3164,25.16211,61.33549
5013.129,22.25908,25.07137,61.29693
5014.093,22.20013,24.97875,61.2583
5015.057,22.14031,24.88292,61.21888
5016.021,22.08147,24.78476,61.18035
5016.986,22.02396,24.68448,61.14253
5017.95,21.96564,24.5804,61.10577
5018.914,21.90718,24.47319,61.07074
5019.878,21.84703,24.36433,61.03426
5020.843,21.78558,24.25208,60.99601
5021.807,21.72428,24.13409,60.95901
5022.771,21.66194,24.01099,60.92256
5023.735,21.59622,23.87965,60.88328
5024.7,21.52645,23.7404,60.83872
5025.664,21.4552,23.59286,60.79259
5026.628,21.3819,23.43597,60.7467
5027.592,21.30439,23.26998,60.69921
5028.557,21.22263,23.09809,60.64934
5029.521,21.13693,22.91719,60.59795
5030.485,21.05009,22.72934,60.54826
5031.449,20.96139,22.53981,60.50047
5032.414,20.87344,22.35219,60.45597
5033.378,20.7872,22.16982,60.41567
5034.342,20.70585,21.99713,60.37892
5035.307,20.63213,21.83856,60.34871
5036.271,20.56695,21.70035,60.32597
5037.235,20.51342,21.58595,60.31052
5038.199,20.47292,21.49859,60.30237
5039.164,20.44609,21.43871,60.30047
5040.127,20.43384,21.40888,60.30699
5041.092,20.43577,21.40844,60.32215
5042.056,20.44934,21.43307,60.34538
5043.021,20.47155,21.48053,60.37507
5043.985,20.50083,21.54808,60.4074
5044.949,20.53606,21.63006,60.44247
5045.913,20.57308,21.72393,60.48073
5046.877,20.61156,21.82491,60.5219
5047.842,20.65218,21.93108,60.56383
5048.806,20.69094,22.03929,60.60265
5049.77,20.72656,22.14714,60.64026
5050.734,20.7627,22.25339,60.68114
5051.699,20.79865,22.35814,60.72209
5052.663,20.83019,22.45797,60.75947
5053.627,20.85806,22.55221,60.79437
5054.591,20.88462,22.642,60.82907
5055.556,20.90926,22.72693,60.86301
5056.52,20.93225,22.80712,60.89616
5057.484,20.95261,22.88126,60.92597
5058.448,20.96976,22.94971,60.95195
5059.413,20.98584,23.01384,60.97765
5060.377,21.00171,23.07544,61.0023
5061.341,21.01627,23.1333,61.02568
5062.305,21.02884,23.18745,61.04713
5063.27,21.04144,23.23826,61.06545
5064.234,21.05379,23.28715,61.08284
5065.198,21.06617,23.33561,61.10069
5066.163,21.07944,23.38341,61.11818
5067.126,21.09238,23.42929,61.13425
5068.091,21.10538,23.47427,61.14873
5069.055,21.11962,23.5207,61.16478
5070.02,21.13464,23.56582,61.17921
5070.983,21.15015,23.61119,61.19223
5071.948,21.168,23.65734,61.20325
5072.912,21.18704,23.70309,61.21575
5073.876,21.20673,23.74965,61.23084
5074.841,21.22787,23.79768,61.24504
5075.805,21.24988,23.8455,61.25861
5076.769,21.27331,23.89355,61.27445
5077.733,21.29801,23.94222,61.29116
5078.698,21.32439,23.99204,61.30922
5079.662,21.35249,24.04358,61.32733
5080.626,21.38155,24.09638,61.34576
5081.59,21.41041,24.14926,61.36546
5082.555,21.44225,24.20115,61.38464
5083.519,21.47492,24.25176,61.40575
5084.483,21.50703,24.30301,61.42756
5085.447,21.53893,24.35288,61.44611
5086.412,21.57082,24.40107,61.46373
5087.376,21.60172,24.44738,61.4809
5088.34,21.63247,24.49114,61.49524
5089.304,21.66364,24.53392,61.50783
5090.269,21.69393,24.57425,61.51984
5091.233,21.72211,24.61045,61.52946
5092.197,21.74915,24.64415,61.53561
5093.161,21.77648,24.67588,61.54117
5094.125,21.80358,24.70358,61.54483
5095.09,21.82799,24.72731,61.54407
5096.054,21.85006,24.74824,61.54141
5097.019,21.87119,24.76557,61.53852
5097.982,21.89149,24.7791,61.533
5098.947,21.91016,24.78887,61.52576
5099.911,21.92633,24.79573,61.51632
5100.875,21.94042,24.79924,61.50445
5101.839,21.95407,24.79996,61.49284
5102.804,21.96526,24.79684,61.48234
5103.768,21.97278,24.79073,61.47039
5104.732,21.97883,24.78188,61.45644
5105.697,21.98431,24.76858,61.44265
5106.661,21.98765,24.7518,61.42967
5107.625,21.98981,24.73441,61.41741
5108.589,21.98929,24.71422,61.40438
5109.554,21.98581,24.69067,61.39116
5110.518,21.98121,24.66377,61.37693
5111.482,21.97523,24.63434,61.36277
5112.446,21.9672,24.60353,61.34873
5113.411,21.95893,24.57271,61.33498
5114.375,21.9498,24.54017,61.32145
5115.339,21.93875,24.50745,61.30756
5116.303,21.92797,24.47533,61.29253
5117.268,21.91829,24.44475,61.27757
5118.232,21.90931,24.41588,61.26415
5119.196,21.90127,24.38983,61.2512
5120.16,21.89563,24.36784,61.23767
5121.125,21.89466,24.35184,61.226
5122.089,21.89654,24.34197,61.21778
5123.053,21.90223,24.33861,61.20768
5124.017,21.91367,24.34234,61.19701
5124.981,21.93067,24.35466,61.19331
5125.946,21.95387,24.37448,61.19233
5126.91,21.98348,24.40185,61.19101
5127.875,22.02055,24.43764,61.19147
5128.838,22.06397,24.48102,61.19477
5129.803,22.11215,24.53173,61.20087
5130.767,22.16693,24.58894,61.20737
5131.731,22.22803,24.65023,61.21264
5132.695,22.29433,24.71717,61.22146
5133.66,22.3646,24.78915,61.23431
5134.624,22.43856,24.86477,61.249
5135.588,22.51573,24.94308,61.26287
5136.553,22.59459,25.02167,61.27444
5137.517,22.67478,25.1019,61.28753
5138.481,22.75826,25.1845,61.30376
5139.445,22.84172,25.26677,61.31863
5140.41,22.92558,25.3483,61.33129
5141.374,23.00965,25.42807,61.34305
5142.338,23.09329,25.50572,61.35438
5143.302,23.1766,25.58028,61.36535
5144.267,23.26035,25.6506,61.37327
5145.231,23.34412,25.7162,61.37809
5146.195,23.42499,25.77775,61.37986
5147.159,23.50371,25.8347,61.38009
5148.124,23.58116,25.88721,61.37827
5149.088,23.65639,25.9339,61.37291
5150.052,23.73061,25.97406,61.3662
5151.016,23.80457,26.00604,61.35876
5151.98,23.87613,26.03269,61.3507
5152.945,23.94621,26.05371,61.34251
5153.909,24.01361,26.06774,61.33247
5154.873,24.07715,26.07396,61.32265
5155.837,24.13927,26.07494,61.31185
5156.802,24.19964,26.07172,61.29956
5157.766,24.25777,26.06215,61.28708
5158.73,24.31324,26.04729,61.27234
5159.694,24.36599,26.02788,61.25517
5160.659,24.41771,26.00348,61.23511
5161.623,24.46724,25.97577,61.21609
5162.587,24.51565,25.94736,61.19867
5163.551,24.5657,25.91809,61.17989
5164.516,24.61853,25.89028,61.1628
5165.48,24.67786,25.86977,61.15074
5166.444,24.7425,25.8574,61.14417
5167.409,24.81378,25.85737,61.14635
5168.373,24.89292,25.87038,61.15791
5169.337,24.98015,25.89907,61.17441
5170.301,25.07623,25.94713,61.19992
5171.266,25.18163,26.01423,61.23653
5172.229,25.29489,26.0971,61.27906
5173.194,25.41294,26.1967,61.32361
5174.158,25.53448,26.31024,61.36738
5175.123,25.66012,26.43594,61.40987
5176.087,25.78773,26.57272,61.45414
5177.051,25.91774,26.71792,61.5013
5178.015,26.05067,26.86837,61.54477
5178.979,26.18389,27.02294,61.58376
5179.944,26.31609,27.17993,61.62083
5180.908,26.44995,27.33819,61.65666
5181.872,26.58611,27.49427,61.68988
5182.836,26.72121,27.64801,61.71851
5183.801,26.85509,27.79841,61.74475
5184.765,26.9902,27.94607,61.76876
5185.729,27.12759,28.09211,61.79398
5186.693,27.26634,28.23653,61.82062
5187.658,27.40531,28.37849,61.84389
5188.622,27.5448,28.51742,61.86353
5189.586,27.68787,28.65417,61.88603
5190.55,27.83185,28.78953,61.91142
5191.515,27.97615,28.92506,61.93682
5192.479,28.12304,29.06105,61.96339
5193.443,28.27205,29.19616,61.99107
5194.407,28.42319,29.33206,62.02068
5195.372,28.57634,29.47018,62.05438
5196.336,28.72885,29.61009,62.08818
5197.3,28.88371,29.75104,62.1205
5198.265,29.04244,29.89286,62.15357
5199.229,29.20115,30.03567,62.18932
5200.193,29.36091,30.18043,62.22628
5201.157,29.52226,30.32602,62.26109
5202.122,29.68415,30.47063,62.29284
5203.085,29.84529,30.61779,62.3242
5204.05,30.00955,30.76685,62.35678
5205.014,30.17335,30.91553,62.38746
5205.979,30.33489,31.06441,62.41493
5206.943,30.50151,31.21302,62.4472
5207.907,30.67053,31.36292,62.47838
5208.871,30.83948,31.51508,62.50616
5209.835,31.01142,31.66805,62.54029
5210.8,31.18242,31.82137,62.57222
5211.764,31.35364,31.97614,62.60037
5212.728,31.52532,32.13218,62.62807
5213.692,31.69887,32.28869,62.65749
5214.657,31.87379,32.44598,62.68939
5215.621,32.0511,32.60582,62.7206
5216.585,32.22883,32.76669,62.74983
5217.549,32.40715,32.92868,62.77922
5218.514,32.58545,33.09189,62.81119
5219.478,32.76803,33.25548,62.84516
5220.442,32.95078,33.42028,62.87732
5221.406,33.13329,33.58595,62.90839
5222.371,33.31719,33.75332,62.93988
5223.335,33.50294,33.923,62.97242
5224.299,33.68599,34.09539,63.00305
5225.263,33.86743,34.26952,63.03285
5226.228,34.05573,34.4413,63.06567
5227.192,34.24671,34.61406,63.0994
5228.156,34.43566,34.78876,63.13168
5229.121,34.62322,34.96422,63.16198
5230.084,34.80974,35.14091,63.19033
5231.049,34.99679,35.31548,63.21818
5232.013,35.18613,35.49069,63.25069
5232.978,35.37679,35.6686,63.28371
5233.941,35.56615,35.84558,63.3125
5234.906,35.75602,36.02147,63.33976
5235.87,35.94455,36.19582,63.36626
5236.834,36.13318,36.37129,63.39346
5237.799,36.32401,36.5492,63.41994
5238.763,36.51586,36.72705,63.44845
5239.727,36.70621,36.90366,63.47738
5240.691,36.8972,37.08037,63.5042
5241.656,37.08858,37.25782,63.53088
5242.62,37.28012,37.43574,63.55869
5243.584,37.4696,37.61361,63.58297
5244.548,37.66154,37.79076,63.60959
5245.513,37.85627,37.96585,63.63764
5246.477,38.0489,38.1417,63.66412
5247.441,38.23788,38.32035,63.69065
5248.405,38.42982,38.50031,63.72028
5249.37,38.62814,38.67702,63.75529
5250.334,38.82235,38.85213,63.7843
5251.298,39.01456,39.028,63.81224
5252.262,39.2066,39.20393,63.84104
5253.227,39.39743,39.3788,63.86766
5254.191,39.58365,39.55404,63.89278
5255.155,39.77365,39.72984,63.92054
5256.119,39.96949,39.90453,63.9529
5257.083,40.16309,40.07716,63.98172
5258.048,40.35396,40.24931,64.00777
5259.012,40.54135,40.42183,64.03271
5259.977,40.72802,40.59392,64.05479
5260.94,40.91368,40.76502,64.07542
5261.905,41.10284,40.93583,64.09985
5262.869,41.28844,41.106,64.12186
5263.833,41.46848,41.27593,64.13699
5264.797,41.6575,41.44448,64.15657
5265.762,41.84592,41.61025,64.17469
5266.726,42.03101,41.77636,64.19097
5267.69,42.21452,41.9429,64.20553
5268.655,42.39395,42.10744,64.21545
5269.619,42.5755,42.26962,64.22366
5270.583,42.7592,42.43179,64.22771
5271.547,42.93962,42.59433,64.22675
5272.512,43.11851,42.75447,64.2209
5273.476,43.29722,42.91077,64.20853
5274.44,43.47335,43.06701,64.18742
5275.404,43.64885,43.22352,64.15916
5276.369,43.82411,43.37914,64.12247
5277.333,43.99997,43.53278,64.07825
5278.297,44.17279,43.68423,64.02999
5279.261,44.34101,43.83398,63.97894
5280.226,44.50958,43.98449,63.92718
5281.19,44.68176,44.13748,63.88481
5282.154,44.85062,44.28894,63.85911
5283.118,45.01881,44.44097,63.86639
5284.083,45.18423,44.59639,63.91436
5285.047,45.34888,44.75061,63.99966
5286.011,45.51548,44.90315,64.10951
5286.975,45.67826,45.05439,64.22855
5287.939,45.83836,45.20433,64.34689
5288.904,45.99709,45.35297,64.45543
5289.868,46.15055,45.50072,64.55205
5290.833,46.30949,45.64808,64.64532
5291.796,46.46805,45.79166,64.72699
5292.761,46.6227,45.93271,64.79582
5293.725,46.77721,46.07262,64.8572
5294.689,46.92911,46.21217,64.90955
5295.653,47.07765,46.35105,64.95763
5296.618,47.22704,46.48756,65.00397
5297.582,47.37529,46.62295,65.04576
5298.546,47.51997,46.75802,65.08289
5299.511,47.66317,46.89075,65.11717
5300.475,47.80735,47.02055,65.15074
5301.439,47.95052,47.14875,65.18172
5302.403,48.09134,47.2781,65.20943
5303.368,48.23028,47.40613,65.2359
5304.332,48.36792,47.5319,65.2622
5305.296,48.50404,47.65636,65.28744
5306.26,48.63597,47.77958,65.31082
5307.225,48.76513,47.90088,65.33234
5308.189,48.90007,48.02022,65.35876
5309.153,49.0351,48.13862,65.38591
5310.117,49.16412,48.25411,65.40882
5311.082,49.29171,48.36928,65.4329
5312.046,49.41658,48.48402,65.45586
5313.01,49.54052,48.59563,65.47758
5313.974,49.66312,48.70573,65.49804
5314.938,49.78293,48.81554,65.51746
5315.903,49.90203,48.92468,65.53755
5316.867,50.02132,49.03115,65.55769
5317.831,50.13882,49.13523,65.57548
5318.795,50.25234,49.23806,65.59155
5319.76,50.36318,49.34025,65.6078
5320.724,50.47298,49.44316,65.62637
5321.688,50.58255,49.54476,65.6451
5322.652,50.6909,49.64363,65.65897
5323.617,50.79821,49.74263,65.67371
5324.581,50.90374,49.84037,65.69057
5325.545,51.00831,49.93796,65.70692
5326.509,51.1069,50.0338,65.71635
5327.474,51.20477,50.12576,65.72569
5328.438,51.31025,50.21539,65.74142
5329.402,51.41146,50.30614,65.75653
5330.367,51.51065,50.39696,65.77089
5331.331,51.60693,50.4874,65.78408
5332.295,51.70102,50.57401,65.79591
5333.259,51.79646,50.65694,65.80786
5334.224,51.88884,50.74027,65.81896
5335.188,51.97852,50.82329,65.8297
5336.152,52.06497,50.90477,65.83942
5337.116,52.14981,50.98367,65.84842
5338.081,52.22509,51.06199,65.8522
5339.045,52.31012,51.13729,65.86228
5340.009,52.40322,51.21029,65.87838
5340.973,52.48694,51.28313,65.88825
5341.938,52.5663,51.35384,65.8958
5342.902,52.64022,51.421,65.90264
5343.866,52.70562,51.48938,65.90684
5344.83,52.77269,51.55659,65.91322
5345.794,52.85508,51.62021,65.92773
5346.759,52.93087,51.68341,65.93766
5347.723,52.99812,51.74671,65.94363
5348.687,53.06312,51.80793,65.95014
5349.651,53.12949,51.86529,65.95914
5350.616,53.19359,51.92118,65.96572
5351.58,53.25225,51.97541,65.9687
5352.544,53.30517,52.02994,65.97092
5353.508,53.36056,52.08485,65.97616
5354.473,53.42046,52.13667,65.98531
5355.437,53.48161,52.18639,65.99565
5356.401,53.53647,52.23491,66.00101
5357.365,53.58838,52.2816,66.0041
5358.33,53.63903,52.32664,66.00956
5359.294,53.68825,52.37221,66.0191
5360.258,53.73455,52.41586,66.02754
5361.223,53.78004,52.45919,66.03275
5362.187,53.82356,52.50118,66.03652
5363.151,53.86477,52.54039,66.04179
5364.115,53.90548,52.57952,66.0481
5365.08,53.9465,52.61607,66.05488
5366.044,53.98362,52.64916,66.05935
5367.008,54.01786,52.68076,66.06239
5367.972,54.05261,52.71344,66.06818
5368.937,54.08544,52.74621,66.0744
5369.901,54.11524,52.77609,66.0798
5370.865,54.14452,52.80566,66.0846
5371.829,54.17476,52.83412,66.08763
5372.793,54.2035,52.86111,66.09109
5373.758,54.22617,52.88535,66.09456
5374.722,54.24801,52.90875,66.09811
5375.686,54.26864,52.93051,66.10014
5376.65,54.28081,52.94907,66.09673
5377.615,54.30514,52.96913,66.10214
5378.579,54.33154,52.98858,66.11018
5379.543,54.34904,53.0043,66.11015
5380.507,54.36503,53.01859,66.11227
5381.472,54.37704,53.03148,66.11485
5382.436,54.38929,53.04345,66.11696
5383.4,54.39967,53.05595,66.11855
5384.364,54.40823,53.06818,66.11926
5385.329,54.40841,53.07813,66.11688
5386.293,54.41348,53.08393,66.11935
5387.257,54.42587,53.09003,66.12573
5388.221,54.43188,53.09693,66.12825
5389.186,54.43367,53.1013,66.12772
5390.15,54.43431,53.10185,66.12688
5391.114,54.4341,53.10241,66.12722
5392.079,54.43265,53.10461,66.12856
5393.042,54.42028,53.10567,66.12307
5394.007,54.41224,53.1019,66.11821
5394.971,54.41507,53.09621,66.12321
5395.936,54.40725,53.0936,66.12548
5396.899,54.39901,53.08941,66.12601
5397.864,54.39556,53.084,66.12821
5398.828,54.38527,53.07571,66.12527
5399.792,54.37232,53.0672,66.12334
5400.757,54.36063,53.05848,66.12339
5401.721,54.34786,53.0488,66.12349
5402.685,54.33258,53.03865,66.12164
5403.649,54.31576,53.0274,66.11711
5404.614,54.2995,53.01441,66.11514
5405.578,54.28256,52.99954,66.11448
5406.542,54.26439,52.9831,66.11185
5407.506,54.24689,52.96826,66.10934
5408.471,54.22451,52.9519,66.10619
5409.435,54.19717,52.93356,66.09837
5410.399,54.17326,52.91597,66.09189
5411.363,54.15255,52.89843,66.08869
5412.328,54.13421,52.87882,66.0888
5413.292,54.10058,52.85723,66.07818
5414.256,54.07378,52.83367,66.07031
5415.22,54.06112,52.81188,66.07259
5416.185,54.04074,52.79134,66.07082
5417.149,54.01611,52.76774,66.06461
5418.113,53.9902,52.74375,66.05753
5419.077,53.9645,52.72131,66.05215
5420.042,53.93807,52.69772,66.0464
5421.006,53.91219,52.67251,66.03825
5421.97,53.88618,52.64731,66.03
5422.935,53.85983,52.62143,66.02143
5423.898,53.83229,52.59651,66.01212
5424.863,53.80503,52.5714,66.00423
5425.827,53.77883,52.54654,65.99628
5426.792,53.75203,52.52155,65.98672
5427.756,53.72077,52.49697,65.97371
5428.72,53.69019,52.47181,65.9601
5429.684,53.66986,52.44455,65.95294
5430.648,53.65006,52.41925,65.94711
5431.613,53.6282,52.39427,65.93984
5432.577,53.60421,52.36944,65.9297
5433.541,53.57931,52.34544,65.91587
5434.505,53.54956,52.32045,65.89712
5435.47,53.53038,52.29439,65.88644
5436.434,53.51904,52.26851,65.88114
5437.398,53.49992,52.24405,65.86972
5438.362,53.47976,52.2198,65.85934
5439.327,53.46019,52.1975,65.84933
5440.291,53.43705,52.17459,65.83308
5441.255,53.41832,52.15107,65.81789
5442.219,53.40759,52.12769,65.80859
5443.184,53.39733,52.10618,65.80022
5444.148,53.38569,52.08575,65.78992
5445.112,53.3672,52.06594,65.77319
5446.076,53.3553,52.04473,65.76098
5447.041,53.35131,52.02209,65.75443
5448.005,53.34287,52.00261,65.74444
5448.969,53.33081,51.98475,65.73024
5449.933,53.32629,51.96652,65.72248
5450.897,53.32363,51.94921,65.71853
5451.862,53.3175,51.93294,65.70953
5452.826,53.31111,51.91545,65.70013
5453.791,53.30547,51.89821,65.69038
5454.754,53.3011,51.88219,65.67989
5455.719,53.29667,51.86763,65.66861
5456.683,53.29433,51.85364,65.66062
5457.647,53.29405,51.83966,65.65708
5458.611,53.2947,51.82849,65.65387
5459.576,53.2916,51.81715,65.64706
5460.54,53.28492,51.80518,65.63695
5461.504,53.28938,51.79638,65.63406
5462.469,53.29657,51.78858,65.63268
5463.433,53.29593,51.77841,65.62602
5464.397,53.29613,51.77013,65.62417
5465.361,53.29989,51.7647,65.62618
5466.326,53.3024,51.76043,65.62701
5467.29,53.30315,51.75688,65.62615
5468.254,53.3049,51.75258,65.62617
5469.218,53.30821,51.74905,65.62785
5470.183,53.31316,51.7473,65.63191
5471.147,53.31821,51.74598,65.63768
5472.111,53.32146,51.74394,65.64089
5473.075,53.32455,51.74397,65.64285
5474.04,53.32599,51.74613,65.64555
5475.004,53.32323,51.74857,65.64645
5475.968,53.32973,51.7481,65.6522
5476.932,53.34084,51.74814,65.66218
5477.896,53.34592,51.75064,65.6698
5478.861,53.34996,51.75341,65.67532
5479.825,53.35426,51.75668,65.68132
5480.789,53.35757,51.75863,65.68709
5481.753,53.36089,51.76015,65.69213
5482.718,53.36436,51.76239,65.69897
5483.682,53.36623,51.76496,65.7051
5484.646,53.3681,51.7676,65.71131
5485.61,53.3698,51.77112,65.71875
5486.575,53.36961,51.77304,65.72585
5487.539,53.36773,51.77333,65.73085
5488.503,53.36786,51.77424,65.73589
5489.468,53.36945,51.77719,65.74229
5490.432,53.37107,51.77926,65.74735
5491.396,53.36959,51.77922,65.7513
5492.36,53.3641,51.77915,65.75552
5493.325,53.36193,51.77945,65.7602
5494.289,53.36448,51.77851,65.76915
5495.253,53.36486,51.77821,65.7765
5496.217,53.36229,51.77702,65.77943
5497.182,53.35894,51.77479,65.78253
5498.146,53.35482,51.77335,65.78551
5499.11,53.34832,51.77052,65.7888
5500.074,53.34431,51.76749,65.79353
5501.039,53.3396,51.76365,65.79789
5502.003,53.33443,51.75903,65.80318
5502.967,53.32787,51.75561,65.80637
5503.931,53.32242,51.75211,65.80899
5504.896,53.31645,51.74745,65.81135
5505.86,53.3077,51.74056,65.81119
5506.824,53.2978,51.73434,65.81159
5507.788,53.29071,51.73117,65.81479
5508.752,53.28661,51.7256,65.81965
5509.717,53.28083,51.71801,65.82203
5510.681,53.27386,51.70932,65.8237
5511.645,53.26431,51.70008,65.82449
5512.609,53.25511,51.69113,65.82432
5513.574,53.24687,51.68342,65.82528
5514.538,53.23798,51.67406,65.8261
5515.502,53.22618,51.66211,65.82317
5516.466,53.21774,51.65212,65.82098
5517.431,53.212,51.64316,65.82272
5518.395,53.20259,51.63242,65.82463
5519.359,53.19081,51.61764,65.82406
5520.323,53.17878,51.60124,65.82115
5521.288,53.16874,51.58916,65.81832
5522.252,53.15877,51.57645,65.81662
5523.216,53.14904,51.56226,65.81494
5524.181,53.13948,51.54717,65.81385
5525.145,53.12893,51.52963,65.81195
5526.109,53.11798,51.51237,65.80798
5527.073,53.10599,51.49729,65.80544
5528.038,53.09389,51.48068,65.80225
5529.002,53.08114,51.46134,65.79871
5529.966,53.06781,51.4402,65.79396
5530.93,53.05604,51.42158,65.78817
5531.895,53.04316,51.40178,65.7822
5532.859,53.02852,51.38036,65.77618
5533.823,53.01419,51.35816,65.76965
5534.787,53.00006,51.33417,65.76003
5535.751,52.98495,51.31125,65.75136
5536.716,52.97031,51.28747,65.74522
5537.68,52.95479,51.26065,65.73621
5538.644,52.93964,51.23443,65.72662
5539.608,52.92365,51.20833,65.71644
5540.573,52.90829,51.18081,65.70698
5541.537,52.89442,51.15325,65.6988
5542.501,52.87743,51.12494,65.68835
5543.465,52.85935,51.09677,65.67724
5544.43,52.84057,51.06699,65.66567
5545.394,52.82325,51.03776,65.65376
5546.358,52.8057,51.00886,65.64175
5547.322,52.78936,50.9795,65.63141
5548.287,52.77116,50.94893,65.61926
5549.251,52.75209,50.91847,65.60731
5550.215,52.73404,50.88879,65.5965
5551.18,52.71738,50.85941,65.58482
5552.144,52.70012,50.82905,65.5736
5553.108,52.68258,50.79945,65.56387
5554.072,52.66586,50.77112,65.55302
5555.037,52.6513,50.74443,65.54494
5556,52.63729,50.71944,65.53648
5556.965,52.62167,50.69312,65.52698
5557.929,52.60554,50.66751,65.52006
5558.894,52.59129,50.64437,65.51324
5559.858,52.58095,50.62416,65.50667
5560.822,52.57076,50.60422,65.50271
5561.786,52.55965,50.58464,65.4997
5562.75,52.55035,50.56757,65.49689
5563.715,52.54137,50.55203,65.4938
5564.679,52.53411,50.53815,65.49267
5565.643,52.52729,50.52461,65.49252
5566.607,52.52141,50.51404,65.49338
5567.572,52.51683,50.50428,65.49516
5568.536,52.51185,50.49362,65.49548
5569.5,52.50796,50.48534,65.49793
5570.464,52.50626,50.48,65.50489
5571.429,52.5035,50.47405,65.5097
5572.393,52.50138,50.46857,65.5123
5573.357,52.50188,50.46757,65.51731
5574.321,52.50003,50.46741,65.5215
5575.286,52.49729,50.46721,65.52567
5576.25,52.49504,50.46558,65.53254
5577.214,52.49445,50.46462,65.53938
5578.178,52.49468,50.46653,65.54578
5579.143,52.4932,50.46909,65.55225
5580.107,52.49193,50.4702,65.55869
5581.071,52.49168,50.47137,65.56558
5582.035,52.49061,50.47385,65.57287
5583,52.48997,50.47653,65.58012
5583.964,52.49173,50.48102,65.58771
5584.928,52.49292,50.48458,65.59527
5585.893,52.49227,50.48838,65.60355
5586.856,52.49016,50.49233,65.61086
5587.821,52.488,50.49704,65.6171
5588.785,52.48807,50.50297,65.62608
5589.75,52.49019,50.50887,65.63542
5590.714,52.49199,50.51535,65.64436
5591.678,52.49144,50.52018,65.65203
5592.642,52.49255,50.52544,65.6592
5593.606,52.49547,50.53401,65.66578
5594.571,52.49849,50.54048,65.67329
5595.535,52.5015,50.54659,65.68164
5596.499,52.50313,50.55288,65.68683
5597.463,52.50486,50.56056,65.69169
5598.428,52.50843,50.56989,65.69817
5599.392,52.51188,50.57875,65.7058
5600.356,52.51635,50.58764,65.71323
5601.32,52.52162,50.5968,65.71899
5602.285,52.52713,50.60744,65.72294
5603.249,52.5335,50.6179,65.72729
5604.213,52.54153,50.6282,65.73479
5605.177,52.54856,50.63974,65.74216
5606.142,52.55643,50.65165,65.74682
5607.106,52.56686,50.66434,65.75112
5608.07,52.57688,50.67698,65.7559
5609.034,52.58673,50.69004,65.76131
5609.999,52.59898,50.70475,65.76765
5610.963,52.61309,50.72093,65.77415
5611.927,52.62956,50.73871,65.78042
5612.892,52.64432,50.75667,65.78694
5613.855,52.65797,50.77233,65.79288
5614.82,52.67336,50.7882,65.79828
5615.784,52.68973,50.80564,65.80388
5616.749,52.70765,50.82507,65.81086
5617.712,52.72611,50.84555,65.81738
5618.677,52.74605,50.86516,65.82366
