wavenumber,blue,black,red
6422.86,39.86131,41.96902,67.01801
6423.825,39.84818,41.95268,67.01455
6424.789,39.83173,41.9343,67.00947
6425.753,39.81414,41.91948,67.01102
6426.717,39.79612,41.9009,67.01098
6427.682,39.7816,41.88369,67.01022
6428.646,39.769,41.86943,67.01225
6429.61,39.75275,41.84966,67.00795
6430.574,39.7355,41.83034,67.00433
6431.539,39.71881,41.81694,67.00529
6432.503,39.7028,41.80183,67.00623
6433.467,39.68747,41.78525,67.00389
6434.431,39.67334,41.77081,67.00332
6435.396,39.65859,41.75316,67.00244
6436.36,39.64227,41.73376,66.99609
6437.324,39.62406,41.71788,66.99121
6438.288,39.60432,41.70077,66.98872
6439.252,39.5882,41.68439,66.98866
6440.217,39.5749,41.66917,66.98883
6441.181,39.55895,41.65451,66.98687
6442.145,39.54113,41.63855,66.98724
6443.109,39.52718,41.62335,66.98487
6444.074,39.51479,41.61092,66.98228
6445.038,39.50113,41.59963,66.98409
6446.002,39.48618,41.58348,66.98008
6446.966,39.47173,41.56677,66.98038
6447.931,39.45435,41.55122,66.97952
6448.895,39.43665,41.53594,66.97349
6449.859,39.42192,41.52103,66.97046
6450.823,39.41088,41.5038,66.97027
6451.788,39.39651,41.48864,66.97201
6452.752,39.37796,41.47343,66.96889
6453.716,39.35971,41.45858,66.96235
6454.681,39.34553,41.44653,66.96233
6455.645,39.33,41.43272,66.96086
6456.609,39.31507,41.41658,66.95584
6457.573,39.30157,41.4006,66.95276
6458.538,39.28362,41.38531,66.94741
6459.501,39.26746,41.37013,66.9423
6460.466,39.25267,41.35532,66.9409
6461.43,39.23577,41.34217,66.94196
6462.395,39.21846,41.32832,66.94396
6463.359,39.2034,41.31423,66.94239
6464.323,39.18829,41.30173,66.93674
6465.287,39.17309,41.29019,66.93652
6466.251,39.15869,41.27275,66.93092
6467.216,39.14417,41.25835,66.9261
6468.18,39.12954,41.24689,66.92786
6469.144,39.11182,41.23164,66.92738
6470.108,39.09521,41.21537,66.92612
6471.073,39.08024,41.20008,66.92036
6472.037,39.06266,41.18304,66.90994
6473.001,39.04365,41.16673,66.90514
6473.965,39.02596,41.15145,66.90441
6474.93,39.00787,41.13673,66.90134
6475.894,38.9927,41.12415,66.89595
6476.858,38.97652,41.11033,66.89368
6477.822,38.95936,41.09761,66.89028
6478.787,38.94299,41.08357,66.88599
6479.751,38.92952,41.06882,66.88736
6480.715,38.91389,41.05366,66.88718
6481.679,38.89845,41.03638,66.88181
6482.644,38.88002,41.0196,66.87219
6483.608,38.86187,41.00505,66.86723
6484.572,38.84663,40.99369,66.86332
6485.537,38.82927,40.98116,66.85869
6486.5,38.80822,40.9623,66.85252
6487.465,38.78963,40.94698,66.8469
6488.429,38.77496,40.9352,66.84274
6489.394,38.76135,40.92003,66.83985
6490.357,38.74358,40.90533,66.83455
6491.322,38.72337,40.88969,66.83091
6492.286,38.70634,40.8707,66.82671
6493.25,38.69124,40.8524,66.8193
6494.215,38.6755,40.8418,66.81483
6495.179,38.65799,40.82811,66.81536
6496.143,38.64141,40.811,66.81348
6497.107,38.62507,40.79828,66.80897
6498.072,38.60527,40.7837,66.80093
6499.036,38.58701,40.76609,66.79365
6500,38.57235,40.75152,66.78956
6500.964,38.55747,40.73911,66.78926
6501.929,38.54105,40.7226,66.78542
6502.893,38.52199,40.70704,66.77706
6503.857,38.50594,40.69024,66.77426
6504.821,38.49173,40.67468,66.7749
6505.786,38.47438,40.66245,66.76922
6506.75,38.45813,40.64674,66.76314
6507.714,38.44141,40.63065,66.75901
6508.678,38.42791,40.61793,66.75609
6509.643,38.41497,40.60418,66.75335
6510.607,38.39707,40.58799,66.74812
6511.571,38.37708,40.5727,66.74109
6512.535,38.36211,40.55733,66.73694
6513.5,38.34756,40.5419,66.73363
6514.464,38.3283,40.52551,66.72381
6515.428,38.3138,40.51175,66.71502
6516.393,38.29957,40.50002,66.71194
6517.356,38.28152,40.48416,66.7088
6518.321,38.26646,40.46762,66.70805
6519.285,38.2528,40.4529,66.70681
6520.25,38.2354,40.43571,66.6981
6521.213,38.21942,40.42167,66.68834
6522.178,38.20229,40.40562,66.68259
6523.142,38.18745,40.38868,66.67964
6524.106,38.17402,40.37376,66.67147
6525.071,38.15721,40.35673,66.66519
6526.035,38.14323,40.34074,66.65944
6526.999,38.12913,40.32689,66.65129
6527.963,38.11218,40.31208,66.64381
6528.928,38.09458,40.29408,66.63947
6529.892,38.07968,40.27753,66.63389
6530.856,38.06569,40.2626,66.62856
6531.82,38.05244,40.24669,66.62444
6532.785,38.03808,40.23073,66.61954
6533.749,38.01979,40.21306,66.61261
6534.713,37.99974,40.19365,66.59969
6535.677,37.98319,40.17494,66.58471
6536.642,37.96962,40.15937,66.57439
6537.606,37.95478,40.14415,66.57153
6538.57,37.93701,40.12246,66.56704
6539.534,37.92094,40.10235,66.5555
6540.499,37.90725,40.0831,66.54076
6541.463,37.89276,40.06688,66.53098
6542.427,37.87785,40.05274,66.51965
6543.391,37.85838,40.03405,66.50462
6544.355,37.83814,40.01283,66.49048
6545.32,37.82061,39.99232,66.4769
6546.284,37.80569,39.97187,66.46303
6547.249,37.79243,39.9547,66.4521
6548.212,37.77761,39.93946,66.44038
6549.177,37.76169,39.92039,66.42858
6550.141,37.74697,39.8988,66.41457
6551.105,37.72729,39.87759,66.4015
6552.069,37.70896,39.85645,66.38586
6553.034,37.69393,39.8382,66.36936
6553.998,37.67662,39.8197,66.35679
6554.962,37.65906,39.80379,66.342
6555.927,37.64309,39.78592,66.32922
6556.891,37.6298,39.76531,66.31738
6557.855,37.61453,39.74691,66.30417
6558.819,37.59857,39.72624,66.29239
6559.784,37.58142,39.70601,66.28378
6560.748,37.56443,39.68651,66.27394
6561.712,37.54868,39.67247,66.25945
6562.676,37.53386,39.65835,66.24664
6563.641,37.51679,39.6368,66.23576
6564.605,37.49785,39.61444,66.2255
6565.569,37.47729,39.59273,66.21545
6566.533,37.46407,39.57324,66.20815
6567.498,37.45149,39.55753,66.19858
6568.462,37.43408,39.53871,66.18826
6569.426,37.4161,39.51943,66.18195
6570.39,37.39869,39.50308,66.17046
6571.354,37.38198,39.48578,66.15963
6572.319,37.36626,39.46805,66.15453
6573.283,37.34972,39.45084,66.14512
6574.247,37.33338,39.43415,66.13538
6575.211,37.32072,39.41799,66.12749
6576.176,37.3054,39.40216,66.12292
6577.14,37.28779,39.38834,66.12357
6578.104,37.27322,39.37571,66.12082
6579.068,37.25658,39.36054,66.11637
6580.033,37.23909,39.34655,66.11406
6580.997,37.22289,39.33652,66.11164
6581.961,37.20603,39.32841,66.10596
6582.925,37.19189,39.31614,66.10066
6583.89,37.17949,39.304,66.09828
6584.854,37.16443,39.29642,66.09745
6585.818,37.15236,39.28921,66.10004
6586.783,37.13934,39.28076,66.09985
6587.747,37.12695,39.27607,66.09919
6588.711,37.11489,39.27425,66.105
6589.675,37.09923,39.26694,66.10854
6590.64,37.08343,39.25891,66.11225
6591.604,37.07101,39.25465,66.11802
6592.568,37.0595,39.25054,66.12495
6593.532,37.04585,39.24612,66.13372
6594.497,37.03521,39.24733,66.14485
6595.461,37.02657,39.2457,66.15639
6596.425,37.01308,39.24215,66.169
6597.389,36.99949,39.24133,66.17851
6598.354,36.98862,39.24022,66.19181
6599.318,36.97884,39.2408,66.2076
6600.282,36.96925,39.23957,66.21875
6601.246,36.95885,39.23823,66.22849
6602.21,36.94451,39.23274,66.24069
6603.175,36.93051,39.22819,66.25659
6604.139,36.91854,39.22655,66.27093
6605.103,36.90927,39.22638,66.28165
6606.067,36.89707,39.22892,66.29021
6607.032,36.88141,39.2294,66.30128
6607.996,36.86527,39.22375,66.30672
6608.96,36.85136,39.21629,66.31252
6609.924,36.83699,39.21267,66.32252
6610.889,36.82778,39.21369,66.33597
6611.853,36.81589,39.21284,66.34218
6612.817,36.79755,39.20808,66.34879
6613.781,36.78067,39.20293,66.35406
6614.746,36.7662,39.1977,66.3595
6615.71,36.75198,39.19354,66.36626
6616.674,36.73877,39.18481,66.36664
6617.639,36.72466,39.18191,66.37196
6618.603,36.71085,39.18256,66.3831
6619.567,36.69502,39.17724,66.38691
6620.531,36.68031,39.16792,66.38747
6621.496,36.66588,39.15976,66.39203
6622.459,36.65245,39.15531,66.39925
6623.424,36.63683,39.15217,66.40227
6624.388,36.62032,39.14683,66.40532
6625.353,36.60238,39.1359,66.41093
6626.317,36.58354,39.12834,66.41264
6627.281,36.56899,39.12574,66.41305
6628.245,36.55455,39.12123,66.41967
6629.209,36.53918,39.11366,66.42513
6630.174,36.52045,39.10647,66.42831
6631.138,36.50257,39.09663,66.43076
6632.102,36.48444,39.08344,66.43232
6633.066,36.46696,39.07898,66.44033
6634.031,36.45314,39.07539,66.44572
6634.995,36.43742,39.06598,66.44975
6635.959,36.41959,39.05643,66.4525
6636.923,36.40291,39.04918,66.4578
6637.888,36.38889,39.04359,66.46397
6638.852,36.37554,39.03654,66.47021
6639.816,36.35749,39.02921,66.47713
6640.78,36.3401,39.02008,66.48223
6641.745,36.32333,39.01269,66.48849
6642.709,36.30521,39.00658,66.49085
6643.673,36.2867,39.00022,66.49073
6644.637,36.26777,38.98868,66.49307
6645.602,36.25111,38.97734,66.49689
6646.566,36.23304,38.97041,66.49959
6647.53,36.21623,38.96483,66.50131
6648.495,36.1993,38.95468,66.50357
6649.458,36.18552,38.94178,66.50751
6650.423,36.17217,38.9327,66.51112
6651.387,36.15265,38.92611,66.51271
6652.352,36.13323,38.9168,66.51394
6653.315,36.11782,38.90792,66.51648
6654.28,36.10236,38.9027,66.52174
6655.244,36.08729,38.89507,66.52585
6656.208,36.07005,38.88244,66.52242
6657.173,36.05688,38.87143,66.51746
6658.137,36.04414,38.8615,66.52077
6659.101,36.0276,38.85259,66.51953
6660.065,36.01188,38.84188,66.51584
6661.03,35.99722,38.83445,66.51559
6661.994,35.98425,38.82513,66.51577
6662.958,35.97,38.81656,66.51488
6663.922,35.95675,38.80869,66.51337
6664.887,35.94347,38.79744,66.51122
6665.851,35.93048,38.78819,66.51139
6666.815,35.91674,38.78315,66.50792
6667.779,35.90649,38.77633,66.50683
6668.744,35.89637,38.7646,66.50349
6669.708,35.88233,38.75393,66.49725
6670.672,35.87286,38.74876,66.50089
6671.636,35.86243,38.74216,66.50098
6672.601,35.8485,38.73213,66.49414
6673.565,35.83803,38.72385,66.48985
6674.529,35.83098,38.71911,66.49065
6675.493,35.8252,38.7156,66.48976
6676.458,35.81664,38.70946,66.48536
6677.422,35.80917,38.70644,66.48515
6678.386,35.80503,38.69928,66.48956
6679.351,35.8008,38.69162,66.4883
6680.314,35.79416,38.6893,66.48007
6681.279,35.78815,38.68639,66.47871
6682.243,35.78532,38.68589,66.48244
6683.208,35.78315,38.68621,66.48518
6684.171,35.78077,38.6838,66.48948
6685.136,35.77924,38.67982,66.48668
6686.1,35.77816,38.678,66.485
6687.064,35.78003,38.67989,66.4865
6688.029,35.78394,38.68306,66.48615
6688.993,35.78428,38.68314,66.48729
6689.957,35.78698,38.68893,66.48938
6690.921,35.7928,38.69338,66.49138
6691.886,35.79917,38.69432,66.49004
6692.85,35.80373,38.69658,66.49071
6693.814,35.8091,38.70198,66.49364
6694.778,35.8151,38.70533,66.49326
6695.743,35.82252,38.70867,66.49073
6696.707,35.8354,38.71421,66.49666
6697.671,35.84694,38.72022,66.50204
6698.635,35.85762,38.72556,66.49757
6699.6,35.86615,38.73157,66.49503
6700.564,35.8742,38.74041,66.49743
6701.528,35.8895,38.75254,66.50185
6702.492,35.9067,38.76198,66.50655
6703.457,35.92014,38.76785,66.50697
6704.421,35.93085,38.77265,66.50562
6705.385,35.94777,38.78476,66.50734
6706.349,35.96792,38.80042,66.50699
6707.313,35.98546,38.8122,66.50538
6708.278,36.00633,38.82439,66.50704
6709.242,36.0241,38.8365,66.50302
6710.207,36.04112,38.84511,66.5011
6711.17,36.0606,38.85556,66.50613
6712.135,36.08361,38.87219,66.50642
6713.099,36.10413,38.88641,66.4998
6714.063,36.12351,38.90113,66.49619
6715.027,36.14821,38.91928,66.49483
6715.992,36.17115,38.93563,66.49575
6716.956,36.19378,38.95142,66.50196
6717.92,36.21945,38.9647,66.49844
6718.885,36.25068,38.97913,66.48888
6719.849,36.27576,38.99702,66.48363
6720.813,36.29972,39.01394,66.48694
6721.777,36.32905,39.03086,66.48853
6722.742,36.35778,39.04682,66.48446
6723.706,36.3828,39.06567,66.48076
6724.67,36.41194,39.08121,66.47612
6725.634,36.43797,39.10075,66.4687
6726.599,36.46161,39.12138,66.4641
6727.563,36.49065,39.13538,66.46095
6728.527,36.52126,39.15182,66.45799
6729.491,36.55078,39.17095,66.45576
6730.456,36.58054,39.18897,66.44975
6731.42,36.6095,39.2065,66.43661
6732.384,36.63411,39.22459,66.43198
6733.348,36.66135,39.2408,66.43117
6734.313,36.69606,39.26019,66.42778
6735.277,36.7291,39.27799,66.41839
6736.241,36.75501,39.29567,66.40493
6737.205,36.78047,39.3112,66.39306
6738.169,36.81357,39.32775,66.38616
6739.134,36.84726,39.34598,66.38
6740.098,36.87931,39.36369,66.3749
6741.063,36.90934,39.38119,66.3651
6742.026,36.93735,39.3948,66.3509
6742.991,36.96303,39.41023,66.3381
6743.955,36.99373,39.43072,66.32774
6744.919,37.03013,39.44627,66.31768
6745.883,37.06044,39.45715,66.30363
6746.848,37.08681,39.46872,66.29098
6747.812,37.11462,39.48425,66.27708
6748.776,37.14547,39.50089,66.2652
6749.741,37.17649,39.51241,66.2524
6750.705,37.20452,39.52254,66.23594
6751.669,37.23556,39.53524,66.22328
6752.633,37.26595,39.55111,66.21323
6753.598,37.29573,39.57196,66.20451
6754.562,37.32704,39.58791,66.19608
6755.526,37.355,39.60267,66.18227
6756.49,37.38243,39.62098,66.17643
6757.455,37.41384,39.63768,66.1734
6758.419,37.44941,39.65621,66.16537
6759.383,37.48453,39.67815,66.16011
6760.347,37.52517,39.70058,66.16234
6761.312,37.56054,39.72556,66.15899
6762.276,37.5887,39.74944,66.15585
6763.24,37.62321,39.77516,66.15784
6764.204,37.66084,39.80616,66.16695
6765.168,37.69945,39.83959,66.17413
6766.133,37.73987,39.87426,66.17672
6767.097,37.78086,39.90636,66.17749
6768.061,37.81934,39.94198,66.18047
6769.025,37.8565,39.98002,66.18494
6769.99,37.89834,40.01633,66.18958
6770.954,37.94445,40.05351,66.20011
6771.918,37.98749,40.09019,66.20757
6772.882,38.02456,40.12858,66.21111
6773.847,38.06163,40.17007,66.21866
6774.811,38.10551,40.21595,66.22989
6775.775,38.14729,40.25671,66.2349
6776.739,38.18656,40.29235,66.23794
6777.704,38.22955,40.33776,66.24052
6778.668,38.26947,40.38371,66.24735
6779.632,38.30845,40.42613,66.25207
6780.597,38.34497,40.46798,66.25528
6781.561,38.3812,40.50498,66.25637
6782.525,38.41947,40.54173,66.26193
6783.489,38.45201,40.5777,66.26912
6784.454,38.48387,40.61394,66.27226
6785.418,38.52063,40.65451,66.27525
6786.382,38.55746,40.68822,66.27814
6787.346,38.59054,40.72362,66.28105
6788.311,38.62379,40.76347,66.28614
6789.275,38.65403,40.79728,66.2905
6790.239,38.68277,40.83015,66.29495
6791.203,38.7115,40.86486,66.2998
6792.167,38.74046,40.8931,66.29813
6793.132,38.76817,40.91927,66.29323
6794.096,38.7958,40.94676,66.29368
6795.06,38.8254,40.97649,66.29762
6796.024,38.8498,41.00672,66.30219
6796.989,38.86607,41.03666,66.30339
6797.953,38.88641,41.06303,66.30334
6798.917,38.91383,41.08972,66.31106
6799.881,38.9347,41.11732,66.3094
6800.846,38.94916,41.13814,66.30164
6801.81,38.96808,41.16245,66.29601
6802.774,38.98794,41.18626,66.29635
6803.738,39.00681,41.20932,66.3
6804.703,39.01805,41.22646,66.29446
6805.667,39.03575,41.24117,66.28925
6806.631,39.05586,41.25895,66.2885
6807.595,39.06897,41.27594,66.28095
6808.56,39.08316,41.29296,66.27699
6809.524,39.09909,41.31335,66.2765
6810.488,39.11316,41.33026,66.26986
6811.453,39.12706,41.34417,66.26042
6812.417,39.13671,41.36049,66.24991
6813.381,39.15026,41.37315,66.24442
6814.345,39.16691,41.38609,66.24139
6815.31,39.1864,41.39877,66.23684
6816.273,39.2002,41.40765,66.22692
6817.238,39.21704,41.41964,66.22008
6818.202,39.23675,41.43058,66.21872
6819.167,39.2487,41.43492,66.20785
6820.131,39.25988,41.43851,66.19354
6821.095,39.2746,41.44594,66.18343
6822.059,39.29156,41.45938,66.17495
6823.023,39.30584,41.46483,66.16759
6823.988,39.32074,41.46786,66.16418
6824.952,39.33622,41.47382,66.1576
6825.916,39.34959,41.47794,66.14698
6826.88,39.36365,41.47497,66.13543
6827.845,39.374,41.47413,66.12281
6828.809,39.37894,41.47622,66.10384
6829.773,39.39172,41.4777,66.08883
6830.737,39.40387,41.47597,66.08266
6831.702,39.41509,41.47507,66.07705
6832.666,39.42577,41.47104,66.068
6833.63,39.43287,41.46299,66.04968
6834.594,39.44146,41.45468,66.03651
6835.559,39.44575,41.44877,66.02331
6836.523,39.45647,41.44607,66.01099
6837.487,39.46639,41.43901,66.00258
6838.451,39.47005,41.42869,65.99258
6839.416,39.47734,41.42208,65.98323
6840.38,39.48493,41.41735,65.97799
6841.344,39.49422,41.40906,65.97575
6842.309,39.50061,41.3988,65.96438
6843.272,39.50244,41.38989,65.95289
6844.237,39.50741,41.38144,65.94049
6845.201,39.51022,41.37179,65.92721
6846.166,39.51186,41.36261,65.9194
6847.13,39.51318,41.34887,65.91023
6848.094,39.51084,41.33662,65.89526
6849.058,39.51094,41.32528,65.88556
6850.022,39.51373,41.31533,65.87698
6850.987,39.51694,41.30656,65.86912
6851.951,39.51682,41.30254,65.8616
6852.915,39.5215,41.29667,65.85728
6853.879,39.52276,41.28581,65.84747
6854.844,39.52448,41.27763,65.83883
6855.808,39.53019,41.27398,65.83564
6856.772,39.53394,41.2676,65.83337
6857.736,39.53503,41.25884,65.82296
6858.701,39.53545,41.25246,65.8119
6859.665,39.5388,41.24372,65.80987
6860.629,39.54068,41.2352,65.80875
6861.593,39.54232,41.22855,65.80461
6862.558,39.53929,41.2135,65.78995
6863.522,39.54133,41.201,65.78281
6864.486,39.54725,41.1901,65.77718
6865.45,39.54878,41.1758,65.76196
6866.415,39.54868,41.16109,65.75494
6867.379,39.54775,41.14299,65.75138
6868.343,39.54582,41.12249,65.74171
6869.307,39.54344,41.10135,65.72675
6870.271,39.53981,41.07833,65.71048
6871.236,39.54056,41.05829,65.69605
6872.2,39.54609,41.03664,65.68336
6873.165,39.54419,41.01502,65.66808
6874.128,39.54136,40.99948,65.65823
6875.093,39.54604,40.994,65.64928
6876.057,39.55392,40.99052,65.63461
6877.021,39.56956,40.99044,65.62569
6877.985,39.59096,40.99255,65.6217
6878.95,39.61769,41.00406,65.61971
6879.914,39.65011,41.02948,65.62324
6880.878,39.68339,41.05627,65.62523
6881.843,39.72586,41.0865,65.62411
6882.807,39.77842,41.12989,65.63567
6883.771,39.83637,41.18092,65.64842
6884.735,39.89494,41.23106,65.65635
6885.7,39.96193,41.28662,65.66563
6886.664,40.03615,41.34876,65.67748
6887.628,40.10931,41.41426,65.68932
6888.592,40.18616,41.47881,65.69793
6889.557,40.25789,41.54214,65.70947
6890.521,40.33358,41.61302,65.72664
6891.485,40.41491,41.68729,65.74619
6892.449,40.49346,41.75917,65.75845
6893.414,40.56535,41.82939,65.7712
6894.378,40.63572,41.89714,65.77851
6895.342,40.71083,41.96671,65.784
6896.306,40.79052,42.03691,65.79319
6897.271,40.87412,42.10489,65.80434
6898.235,40.95258,42.17524,65.81588
6899.199,41.02563,42.24516,65.82692
6900.163,41.1009,42.30653,65.83408
6901.127,41.18114,42.37173,65.84348
6902.092,41.25947,42.44057,65.85458
6903.056,41.33223,42.50811,65.86316
6904.021,41.40384,42.57263,65.86977
6904.984,41.47998,42.64191,65.87994
6905.949,41.55592,42.70842,65.89178
6906.913,41.62885,42.77192,65.90106
6907.877,41.69865,42.83263,65.9072
6908.842,41.77075,42.89396,65.91835
6909.806,41.84341,42.95534,65.92397
6910.77,41.91463,43.01642,65.92782
6911.734,41.98662,43.08013,65.93578
6912.699,42.06609,43.13937,65.94601
6913.663,42.14646,43.19955,65.95516
6914.627,42.21977,43.26189,65.96381
6915.591,42.28804,43.31841,65.96901
6916.556,42.35852,43.37462,65.96817
6917.52,42.43322,43.42873,65.97288
6918.484,42.50901,43.48494,65.9788
6919.448,42.57903,43.53973,65.98228
6920.413,42.64994,43.597,65.98804
6921.377,42.72833,43.65632,65.99727
6922.341,42.80199,43.71632,66.00437
6923.305,42.87127,43.77098,66.00794
6924.27,42.94222,43.8243,66.00999
6925.234,43.01015,43.87696,66.0181
6926.198,43.07929,43.92809,66.01738
6927.162,43.1452,43.97794,66.01168
6928.126,43.20469,44.02591,66.00929
6929.091,43.26959,44.07633,66.01545
6930.055,43.33648,44.12595,66.01879
6931.019,43.39759,44.17511,66.0186
6931.983,43.46138,44.22219,66.0224
6932.948,43.52099,44.2711,66.02708
6933.912,43.57613,44.32357,66.0303
6934.876,43.63342,44.37271,66.03144
6935.84,43.68729,44.41737,66.02895
6936.805,43.74379,44.46286,66.02306
6937.769,43.80277,44.5045,66.01828
6938.733,43.85625,44.5477,66.01353
6939.697,43.9087,44.5981,66.01672
6940.662,43.96626,44.64552,66.01929
6941.626,44.02534,44.68932,66.01573
6942.59,44.07652,44.73261,66.01197
6943.555,44.13091,44.77798,66.00371
6944.519,44.19128,44.82482,66.00014
6945.483,44.24942,44.86934,65.99648
6946.447,44.30463,44.91473,65.99314
6947.412,44.36287,44.9626,65.99109
6948.376,44.42074,45.00553,65.98168
6949.34,44.47858,45.05247,65.97168
6950.304,44.54393,45.10579,65.97384
6951.269,44.61124,45.1555,65.97887
6952.233,44.67628,45.20656,65.9781
6953.197,44.74343,45.26038,65.97063
6954.161,44.81379,45.31424,65.97466
6955.125,44.88238,45.37125,65.98331
6956.09,44.95528,45.43056,65.98122
6957.054,45.03535,45.49089,65.97865
6958.018,45.11379,45.54665,65.98066
6958.982,45.19385,45.61101,65.98703
6959.947,45.2767,45.6819,65.99204
6960.911,45.36123,45.75285,65.99883
6961.875,45.44584,45.8242,66.00515
6962.839,45.53456,45.89587,66.01651
6963.804,45.62466,45.97186,66.03209
6964.768,45.70861,46.0492,66.03489
6965.732,45.79553,46.12427,66.03979
6966.696,45.88484,46.20152,66.0471
6967.661,45.97204,46.28335,66.05041
6968.625,46.05654,46.3605,66.05341
6969.589,46.14499,46.43111,66.05332
6970.554,46.23245,46.50423,66.05468
6971.518,46.3182,46.58506,66.06458
6972.482,46.40545,46.66148,66.07005
6973.446,46.48918,46.73212,66.06139
6974.411,46.57415,46.80894,66.06572
6975.375,46.66782,46.88551,66.07662
6976.339,46.75799,46.95808,66.07964
6977.303,46.84857,47.03351,66.0815
6978.268,46.94874,47.1137,66.08842
6979.232,47.0478,47.19455,66.09846
6980.196,47.14288,47.27751,66.11007
6981.16,47.24224,47.36447,66.12302
6982.125,47.3433,47.45549,66.13705
6983.089,47.44932,47.55326,66.15504
6984.053,47.56111,47.64961,66.16715
6985.017,47.6678,47.745,66.17832
6985.981,47.77408,47.84173,66.1882
6986.946,47.88483,47.94662,66.20192
6987.91,47.99624,48.0539,66.22253
6988.874,48.10912,48.15561,66.23711
6989.838,48.22187,48.26899,66.25523
6990.803,48.32724,48.38086,66.26885
6991.767,48.4306,48.48299,66.27316
6992.731,48.54025,48.59008,66.28809
6993.695,48.64981,48.69345,66.29987
6994.66,48.76293,48.80255,66.31205
6995.624,48.87139,48.91529,66.32745
6996.588,48.97575,49.02246,66.34001
6997.552,49.07989,49.12482,66.34972
6998.517,49.18918,49.23038,66.3597
6999.481,49.29978,49.33778,66.36816
7000.445,49.39886,49.43991,66.3764
7001.409,49.49294,49.53401,66.37928
7002.374,49.59771,49.6314,66.3837
7003.338,49.70272,49.73326,66.38808
7004.302,49.80523,49.83047,66.39321
7005.267,49.90692,49.92547,66.39974
7006.23,50.00343,50.0181,66.40665
7007.195,50.10054,50.11193,66.41544
7008.159,50.19981,50.20599,66.41882
7009.124,50.29883,50.29373,66.4185
7010.088,50.40004,50.38155,66.42381
7011.052,50.5007,50.46973,66.42714
7012.016,50.59457,50.5531,66.42372
7012.98,50.68907,50.63088,66.41547
7013.945,50.78429,50.71508,66.41443
7014.909,50.87887,50.80716,66.42406
7015.873,50.97574,50.89891,66.44016
7016.837,51.07323,50.98757,66.45042
7017.802,51.16605,51.06624,66.44934
7018.766,51.26403,51.14502,66.44643
7019.73,51.36916,51.23524,66.45061
7020.694,51.46874,51.32919,66.46062
7021.659,51.56369,51.41048,66.46288
7022.623,51.66286,51.49754,66.46326
7023.587,51.7673,51.5882,66.47236
7024.551,51.86573,51.67684,66.48581
7025.516,51.96446,51.7693,66.49174
7026.48,52.07049,51.86242,66.50043
7027.444,52.17902,51.95826,66.51285
7028.408,52.28258,52.05308,66.52303
7029.373,52.39145,52.15069,66.53664
7030.337,52.49797,52.24949,66.55042
7031.301,52.60438,52.35125,66.55722
7032.266,52.70883,52.44934,66.56422
7033.229,52.8129,52.54693,66.57626
7034.194,52.92783,52.65075,66.59492
7035.158,53.04107,52.75447,66.61195
7036.123,53.14825,52.85925,66.62792
7037.086,53.24729,52.95576,66.63796
7038.051,53.3453,53.05243,66.64048
7039.015,53.45171,53.15589,66.65166
7039.979,53.56332,53.26205,66.67352
7040.944,53.6688,53.35854,66.6888
7041.908,53.76735,53.45772,66.70465
7042.872,53.87413,53.56165,66.72213
7043.836,53.98109,53.66297,66.7372
7044.801,54.07961,53.76331,66.74501
7045.765,54.1805,53.86124,66.75396
7046.729,54.28281,53.96064,66.76952
7047.693,54.38555,54.06103,66.77908
7048.658,54.48412,54.15884,66.78214
7049.622,54.57941,54.25391,66.79596
7050.586,54.67215,54.3441,66.80849
7051.55,54.76397,54.43217,66.81841
7052.515,54.85829,54.52556,66.82982
7053.479,54.95697,54.62428,66.84406
7054.443,55.05193,54.7185,66.85253
7055.407,55.14785,54.80685,66.86172
7056.372,55.2411,54.88965,66.87508
7057.336,55.33252,54.97136,66.88536
7058.3,55.42109,55.05942,66.89063
7059.264,55.50843,55.1455,66.89568
7060.229,55.59753,55.23186,66.90794
7061.193,55.68089,55.31401,66.91418
7062.157,55.77016,55.40112,66.92266
7063.121,55.8586,55.48637,66.93602
7064.085,55.94493,55.56604,66.94436
7065.05,56.02996,55.64619,66.94962
7066.014,56.11343,55.72444,66.9637
7066.979,56.19617,55.79983,66.9716
7067.942,56.27192,55.87457,66.97847
7068.907,56.35358,55.9504,66.98792
7069.871,56.43736,56.02734,66.99052
7070.835,56.5177,56.10569,66.9952
7071.8,56.59973,56.1817,67.00193
7072.764,56.68224,56.25755,67.01181
7073.728,56.75675,56.33141,67.02338
7074.692,56.83418,56.39845,67.02871
7075.657,56.91791,56.47092,67.03645
7076.621,56.99173,56.54356,67.04533
7077.585,57.05915,56.60862,67.04367
7078.549,57.13834,56.67465,67.04832
7079.514,57.21778,56.7428,67.05876
7080.478,57.29409,56.80923,67.06805
7081.442,57.36286,56.86921,67.06802
7082.406,57.42944,56.92623,67.06062
7083.371,57.49463,56.98787,67.05992
7084.335,57.56501,57.05603,67.06503
7085.299,57.63552,57.11939,67.07033
7086.263,57.70497,57.18171,67.07436
7087.228,57.77422,57.24491,67.0836
7088.192,57.84546,57.30851,67.09302
7089.156,57.91617,57.36684,67.09508
7090.12,57.98328,57.42374,67.09792
7091.084,58.04664,57.48162,67.09669
7092.049,58.11054,57.53961,67.10625
7093.013,58.17567,57.59789,67.11457
7093.978,58.23506,57.65025,67.11565
7094.941,58.29701,57.69978,67.11675
7095.906,58.36156,57.75505,67.12149
7096.87,58.42469,57.80968,67.12923
