Wavelength (nm),Ikaite
1971,0.02592927
1972,0.026150068
1973,0.026310386
1974,0.026510086
1975,0.026693441
1976,0.026793355
1977,0.026918514
1978,0.027038652
1979,0.027151275
1980,0.027312271
1981,0.027419645
1982,0.027498326
1983,0.027562838
1984,0.027649341
1985,0.027660399
1986,0.027616587
1987,0.027570349
1988,0.027523726
1989,0.027513107
1990,0.027577558
1991,0.027690446
1992,0.027755243
1993,0.027746523
1994,0.027822973
1995,0.027968944
1996,0.028030342
1997,0.028054439
1998,0.028220072
1999,0.028314362
2000,0.028296766
2001,0.028361207
2002,0.028414192
2003,0.028349588
2004,0.028346516
2005,0.028346742
2006,0.028326706
2007,0.028308883
2008,0.028281083
2009,0.028349249
2010,0.02837191
2011,0.02838414
2012,0.028459383
2013,0.028409167
2014,0.028310251
2015,0.028293357
2016,0.028251239
2017,0.02823339
2018,0.028286161
2019,0.028492857
2020,0.028559537
2021,0.028623864
2022,0.028636799
2023,0.028608605
2024,0.028437176
2025,0.02832532
2026,0.028306636
2027,0.028245665
2028,0.028301104
2029,0.028399484
2030,0.028443075
2031,0.02845643
2032,0.02843436
2033,0.028434839
2034,0.028390852
2035,0.028381837
2036,0.028407364
2037,0.028465551
2038,0.028440909
2039,0.028415856
2040,0.028425829
2041,0.028430402
2042,0.028502736
2043,0.028537213
2044,0.028550932
2045,0.02854899
2046,0.028558362
2047,0.028533034
2048,0.028549021
2049,0.028578672
2050,0.028613693
2051,0.028648492
2052,0.028730651
2053,0.028815061
2054,0.028859477
2055,0.028920704
2056,0.028957393
2057,0.02897524
2058,0.02895833
2059,0.029003477
2060,0.02909093
2061,0.029099295
2062,0.029073247
2063,0.029102568
2064,0.029058502
2065,0.029097093
2066,0.029246571
2067,0.029389226
2068,0.029476896
2069,0.029581299
2070,0.029671412
2071,0.029815593
2072,0.029990546
2073,0.03024734
2074,0.030421032
2075,0.030594245
2076,0.030739275
2077,0.030805944
2078,0.030927629
2079,0.03105047
2080,0.031218462
2081,0.031418966
2082,0.031643381
2083,0.03188583
2084,0.032145509
2085,0.032340159
2086,0.032482305
2087,0.032648579
2088,0.032727663
2089,0.032953547
2090,0.033283859
2091,0.033574634
2092,0.033953645
2093,0.034261024
2094,0.034496376
2095,0.034767511
2096,0.035090416
2097,0.035283268
2098,0.03551679
2099,0.035835774
2100,0.036132672
2101,0.03657858
2102,0.037132333
2103,0.037613618
2104,0.038060852
2105,0.038530706
2106,0.038919793
2107,0.039177397
2108,0.039556744
2109,0.039928552
2110,0.040328702
2111,0.040808761
2112,0.041251713
2113,0.041631308
2114,0.042162239
2115,0.042638271
2116,0.043102164
2117,0.043708891
2118,0.044182106
2119,0.044593019
2120,0.044957375
2121,0.045368332
2122,0.045675581
2123,0.046076338
2124,0.046580676
2125,0.047054617
2126,0.047471357
2127,0.047966652
2128,0.048555553
2129,0.049074059
2130,0.049584373
2131,0.05012495
2132,0.050612414
2133,0.051153024
2134,0.051587249
2135,0.052011523
2136,0.052479774
2137,0.052902445
2138,0.053364258
2139,0.053917748
2140,0.054384343
2141,0.054765449
2142,0.055225939
2143,0.055690224
2144,0.056199436
2145,0.056755474
2146,0.057331971
2147,0.05795702
2148,0.058559566
2149,0.059214031
2150,0.059820465
2151,0.060315629
2152,0.060707909
2153,0.061081096
2154,0.06156103
2155,0.062170838
2156,0.062995399
2157,0.063615266
2158,0.064283042
2159,0.06482122
2160,0.0651868
2161,0.065645681
2162,0.066106222
2163,0.06655434
2164,0.066940012
2165,0.067385952
2166,0.067829311
2167,0.06838516
2168,0.068975267
2169,0.069734079
2170,0.07057854
2171,0.071183311
2172,0.071708444
2173,0.072219052
2174,0.07271699
2175,0.073203475
2176,0.073619189
2177,0.074008105
2178,0.074435946
2179,0.074747164
2180,0.075202902
2181,0.07578999
2182,0.076330218
2183,0.076979369
2184,0.077478179
2185,0.077933649
2186,0.078341246
2187,0.078552947
2188,0.078858072
2189,0.079218977
2190,0.079526902
2191,0.079814261
2192,0.080242443
2193,0.080598105
2194,0.081059507
2195,0.081599745
2196,0.082047137
2197,0.082455853
2198,0.082844505
2199,0.083167671
2200,0.083388687
2201,0.083654206
2202,0.083901706
2203,0.084151436
2204,0.084418824
2205,0.084665572
2206,0.084886291
2207,0.085088509
2208,0.085295306
2209,0.085444539
2210,0.085499144
2211,0.085630241
2212,0.085724164
2213,0.085904608
2214,0.08619174
2215,0.086507084
2216,0.08676172
2217,0.086973592
2218,0.08706615
2219,0.087082995
2220,0.087099346
2221,0.086909981
2222,0.086844456
2223,0.086721819
2224,0.086744294
2225,0.086964263
2226,0.086994724
2227,0.087075837
2228,0.086959427
2229,0.086530532
2230,0.086341756
2231,0.086188766
2232,0.086037104
2233,0.086057701
2234,0.085927895
2235,0.085629498
2236,0.085423241
2237,0.085202431
2238,0.085061136
2239,0.084911475
2240,0.084697008
2241,0.084326992
2242,0.08371015
2243,0.083130313
2244,0.082525445
2245,0.081869592
2246,0.081285987
2247,0.080484902
2248,0.079622554
2249,0.078757882
2250,0.077779628
2251,0.076957209
2252,0.076284902
2253,0.075350351
2254,0.074425203
2255,0.073332098
2256,0.071848721
2257,0.070706328
2258,0.069682116
2259,0.068610009
2260,0.067616683
2261,0.066669809
2262,0.065649932
2263,0.064799294
2264,0.064059372
2265,0.063447264
2266,0.062911443
2267,0.062466419
2268,0.062411421
2269,0.062528485
2270,0.062697657
2271,0.063083754
2272,0.06326712
2273,0.063192708
2274,0.063326451
2275,0.063471614
2276,0.063687254
2277,0.064037227
2278,0.064392564
2279,0.064775234
2280,0.065093975
2281,0.065345807
2282,0.06550907
2283,0.06555066
2284,0.065562569
2285,0.065561366
2286,0.065404863
2287,0.06510317
2288,0.064730044
2289,0.064236707
2290,0.06373988
2291,0.063210433
2292,0.062589815
2293,0.061829204
2294,0.061138435
2295,0.060395512
2296,0.059716968
2297,0.058987112
2298,0.058450427
2299,0.058073873
2300,0.057627945
2301,0.057331334
2302,0.05700878
2303,0.056625167
2304,0.056164987
2305,0.055944527
2306,0.055910123
2307,0.055963546
2308,0.056195602
2309,0.056610608
2310,0.05682504
2311,0.056920538
2312,0.056965029
2313,0.056883608
2314,0.056891266
2315,0.057124976
2316,0.057525674
2317,0.057889844
2318,0.05828032
2319,0.058517402
2320,0.058461176
2321,0.058347261
2322,0.058147377
2323,0.05807539
2324,0.05806691
2325,0.058006431
2326,0.058069725
2327,0.058065577
2328,0.058011482
2329,0.057980306
2330,0.057982523
2331,0.057881299
2332,0.057677064
2333,0.057456614
2334,0.057224384
2335,0.056974476
2336,0.056679144
2337,0.056464915
2338,0.056325863
2339,0.056029094
2340,0.055747885
2341,0.055201672
2342,0.054323497
2343,0.053644975
2344,0.052780257
2345,0.052365803
2346,0.052358642
2347,0.052136848
2348,0.052016534
2349,0.051837813
2350,0.051519948
2351,0.05132597
2352,0.051326797
2353,0.051238304
2354,0.051043971
2355,0.050905009
2356,0.050797645
2357,0.050634364
2358,0.050553448
2359,0.05062238
2360,0.050891684
2361,0.050915728
2362,0.050647968
2363,0.050505728
2364,0.050243736
2365,0.050035096
2366,0.049985412
2367,0.049864053
2368,0.049643046
2369,0.049364466
2370,0.04926978
2371,0.049162294
2372,0.049000567
2373,0.048957701
2374,0.048798704
2375,0.048732755
2376,0.048476271
2377,0.048029519
2378,0.047834837
2379,0.047573292
2380,0.047552933
2381,0.047501326
2382,0.047201286
2383,0.047147006
2384,0.046849287
2385,0.046588839
2386,0.046696432
2387,0.046546321
2388,0.046128932
2389,0.045898837
2390,0.045751044
2391,0.045279342
2392,0.045010349
2393,0.044922546
2394,0.044497813
2395,0.044289978
2396,0.04413887
2397,0.043623849
2398,0.043228683
2399,0.042936401
2400,0.04278109
2401,0.042887251
2402,0.04314331
2403,0.043312158
2404,0.043222998
2405,0.043289656
2406,0.043303272
2407,0.043134381
2408,0.043117116
2409,0.042804589
2410,0.04219395
2411,0.041791944
2412,0.04127383
2413,0.04092678
2414,0.040952447
2415,0.0407822
2416,0.040120583
2417,0.039240294
2418,0.038627879
2419,0.037828016
2420,0.037514758
2421,0.037791441
2422,0.037488363
2423,0.037126587
2424,0.03687186
2425,0.036519853
2426,0.036378887
2427,0.036458393
2428,0.036424202
2429,0.03624522
2430,0.03610107
2431,0.036082833
2432,0.03631335
2433,0.036387106
2434,0.036396469
2435,0.035832531
2436,0.034619434
2437,0.033838785
2438,0.033179238
2439,0.032542865
2440,0.032443414
2441,0.032256717
2442,0.031734194
2443,0.03192742
2444,0.032340595
2445,0.032401135
2446,0.032490496
2447,0.032020201
2448,0.031779781
2449,0.031861988
2450,0.031615754
2451,0.031463409
2452,0.030422728
2453,0.029286861
2454,0.029046574
2455,0.028428038
2456,0.028072855
2457,0.02790899
2458,0.02683648
2459,0.026900778
2460,0.02720558
2461,0.026919839
2462,0.028010045
2463,0.028805203
2464,0.029149643
2465,0.029759148
2466,0.029757317
2467,0.029036705
2468,0.028817649
2469,0.028832286
2470,0.028837581
2471,0.02987056
2472,0.030357793
2473,0.030108645
2474,0.029208405
2475,0.028634265
2476,0.02759338
2477,0.027528162
2478,0.028261654
2479,0.028406445
2480,0.029224198
2481,0.029027734
2482,0.028117436
2483,0.027516589
2484,0.026154124
2485,0.025809867
2486,0.026087313
2487,0.025678257
2488,0.025250892
2489,0.025429738
2490,0.025548485
2491,0.025676907
2492,0.026647604
2493,0.027117885
2494,0.026982825
2495,0.027457461
2496,0.02829826
2497,0.028235513
2498,0.02836076
2499,0.028723972
2500,0.02904527
