data,data2
8.06166603180473e-05,117424.214628889
8.06782233727811e-05,117876.483003028
8.07397864275148e-05,118341.094508868
8.08013494822485e-05,118805.706014709
8.08629125369823e-05,119270.31752055
8.0924475591716e-05,119734.92902639
8.09860386464497e-05,120199.540532231
8.10476017011834e-05,120664.152038072
8.11091647559172e-05,121128.763543912
8.11707278106509e-05,121593.375049753
8.12322908653846e-05,122057.986555594
8.12938539201183e-05,122522.598061434
8.13554169748521e-05,122987.209567275
8.14169800295858e-05,123451.821073116
8.14785430843195e-05,123916.432578956
8.15401061390533e-05,124381.044084797
8.1601669193787e-05,124845.655590638
8.16632322485207e-05,125310.267096478
8.17247953032544e-05,125774.878602319
8.17863583579882e-05,126239.49010816
8.18479214127219e-05,126704.101614
8.19094844674556e-05,127168.713119841
8.19710475221894e-05,127633.566213537
8.20326105769231e-05,128102.043294571
8.20941736316568e-05,128570.520375606
8.21557366863905e-05,129038.997456641
8.22172997411243e-05,129507.474537675
8.2278862795858e-05,129975.95161871
8.23404258505917e-05,130444.428699745
8.24019889053255e-05,130912.90578078
8.24635519600592e-05,131381.382861814
8.25251150147929e-05,131849.859942849
8.25866780695266e-05,132318.337023884
8.26482411242604e-05,132786.814104918
8.27098041789941e-05,133255.291185953
8.27713672337278e-05,133723.768266988
8.28329302884615e-05,134192.245348023
8.28944933431953e-05,134660.722429057
8.2956056397929e-05,135129.199510092
8.30176194526627e-05,135597.676591127
8.30791825073965e-05,136066.153672161
8.31407455621302e-05,136534.630753196
8.32023086168639e-05,137003.107834231
8.32638716715976e-05,137471.584915265
8.33254347263314e-05,137940.0619963
8.33869977810651e-05,138264.877787811
8.34485608357988e-05,138568.651083052
8.35101238905325e-05,138872.424378294
8.35716869452663e-05,139176.197673536
8.363325e-05,139479.970968778
8.36948130547337e-05,139783.74426402
8.37563761094675e-05,140087.517559261
8.38179391642012e-05,140391.290854503
8.38795022189349e-05,140695.064149745
8.39410652736686e-05,140998.837444987
8.40026283284024e-05,141302.610740229
8.40641913831361e-05,141606.38403547
8.41257544378698e-05,141910.157330712
8.41873174926035e-05,142213.930625954
8.42488805473373e-05,142517.703921196
8.4310443602071e-05,142821.477216438
8.43720066568047e-05,143125.250511679
8.44335697115385e-05,143429.023806921
8.44951327662722e-05,143732.797102163
8.45566958210059e-05,144036.570397405
8.46182588757396e-05,144340.343692647
8.46798219304734e-05,144644.116987888
8.47413849852071e-05,144947.89028313
8.48029480399408e-05,145254.393267978
8.48645110946746e-05,145561.10713705
8.49260741494083e-05,145867.821006121
8.4987637204142e-05,146174.534875192
8.50492002588757e-05,146481.248744263
8.51107633136095e-05,146787.962613334
8.51723263683432e-05,147094.676482405
8.52338894230769e-05,147401.390351476
8.52954524778106e-05,147708.104220547
8.53570155325444e-05,148014.818089618
8.54185785872781e-05,148321.531958689
8.54801416420118e-05,148628.245827761
8.55417046967456e-05,148934.959696832
8.56032677514793e-05,149241.673565903
8.5664830806213e-05,149548.387434974
8.57263938609467e-05,149855.101304045
8.57879569156805e-05,150161.815173116
8.58495199704142e-05,150468.529042187
8.59110830251479e-05,150775.242911258
8.59726460798817e-05,151081.956780329
8.60342091346154e-05,151388.670649401
8.60957721893491e-05,151695.384518472
8.61573352440828e-05,152002.098387543
8.62188982988166e-05,152281.592812976
8.62804613535503e-05,152448.644207879
8.6342024408284e-05,152615.695602782
8.64035874630178e-05,152782.746997685
8.64651505177515e-05,152949.798392588
8.65267135724852e-05,153116.849787491
8.65882766272189e-05,153283.901182394
8.66498396819527e-05,153450.952577298
8.67114027366864e-05,153618.003972201
8.67729657914201e-05,153785.055367104
8.68345288461539e-05,153952.106762007
8.68960919008876e-05,154119.15815691
8.69576549556213e-05,154286.209551813
8.7019218010355e-05,154453.260946717
8.70807810650888e-05,154620.31234162
8.71423441198225e-05,154787.363736523
8.72039071745562e-05,154954.415131426
8.72654702292899e-05,155121.466526329
8.73270332840237e-05,155288.517921232
8.73885963387574e-05,155455.569316136
8.74501593934911e-05,155622.620711039
8.75117224482249e-05,155789.672105942
8.75732855029586e-05,155956.723500845
8.76348485576923e-05,156123.774895748
8.7696411612426e-05,156290.826290651
8.77579746671598e-05,156459.336080855
8.78195377218935e-05,156628.708976532
8.78811007766272e-05,156798.081872209
8.7942663831361e-05,156967.454767885
8.80042268860947e-05,157136.827663562
8.80657899408284e-05,157306.200559238
8.81273529955621e-05,157475.573454915
8.81889160502959e-05,157644.946350592
8.82504791050296e-05,157814.319246268
8.83120421597633e-05,157983.692141945
8.83736052144971e-05,158153.065037622
8.84351682692308e-05,158322.437933298
8.84967313239645e-05,158491.810828975
8.85582943786982e-05,158661.183724652
8.8619857433432e-05,158830.556620328
8.86814204881657e-05,158999.929516005
8.87429835428994e-05,159169.302411681
8.88045465976331e-05,159338.675307358
8.88661096523669e-05,159508.048203035
8.89276727071006e-05,159677.421098711
8.89892357618343e-05,159846.793994388
8.90507988165681e-05,160016.166890065
8.91123618713018e-05,160185.539785741
8.91739249260355e-05,160354.912681418
8.92354879807692e-05,160524.285577095
8.9297051035503e-05,160678.456030427
8.93586140902367e-05,160765.377524216
8.94201771449704e-05,160852.299018005
8.94817401997041e-05,160939.220511794
8.95433032544379e-05,161026.142005582
8.96048663091716e-05,161113.063499371
8.96664293639053e-05,161199.98499316
8.97279924186391e-05,161286.906486948
8.97895554733728e-05,161373.827980737
8.98511185281065e-05,161460.749474526
8.99126815828402e-05,161547.670968315
8.9974244637574e-05,161634.592462103
9.00358076923077e-05,161721.513955892
9.00973707470414e-05,161808.435449681
9.01589338017751e-05,161895.356943469
9.02204968565089e-05,161982.278437258
9.02820599112426e-05,162069.199931047
9.03436229659763e-05,162156.121424836
9.04051860207101e-05,162243.042918624
9.04667490754438e-05,162329.964412413
9.05283121301775e-05,162416.885906202
9.05898751849112e-05,162503.80739999
9.0651438239645e-05,162590.728893779
9.07130012943787e-05,162677.650387568
9.07745643491124e-05,162764.571881357
9.08361274038462e-05,162851.493375145
9.08976904585799e-05,162938.414868934
9.09592535133136e-05,163026.855458615
9.10208165680473e-05,163115.641631014
9.10823796227811e-05,163204.427803414
9.11439426775148e-05,163293.213975813
9.12055057322485e-05,163382.000148213
9.12670687869822e-05,163470.786320612
9.1328631841716e-05,163559.572493012
9.13901948964497e-05,163648.358665412
9.14517579511834e-05,163737.144837811
9.15133210059172e-05,163825.931010211
9.15748840606509e-05,163914.71718261
9.16364471153846e-05,164003.50335501
9.16980101701183e-05,164092.28952741
9.17595732248521e-05,164181.075699809
9.18211362795858e-05,164269.861872209
9.18826993343195e-05,164358.648044608
9.19442623890533e-05,164447.434217008
9.2005825443787e-05,164536.220389407
9.20673884985207e-05,164625.006561807
9.21289515532544e-05,164713.792734207
9.21905146079882e-05,164802.578906606
9.22520776627219e-05,164891.365079006
9.23136407174556e-05,164980.151251405
9.23752037721894e-05,165068.937423805
9.24367668269231e-05,165157.723596204
9.24983298816568e-05,165246.509768604
9.25598929363905e-05,165335.295941004
9.26214559911243e-05,165406.165504827
9.2683019045858e-05,165456.727339353
9.27445821005917e-05,165507.289173879
9.28061451553254e-05,165557.851008406
9.28677082100592e-05,165608.412842932
9.29292712647929e-05,165658.974677458
9.29908343195266e-05,165709.536511984
9.30523973742604e-05,165760.09834651
9.31139604289941e-05,165810.660181036
9.31755234837278e-05,165861.222015562
9.32370865384615e-05,165911.783850088
9.32986495931953e-05,165962.345684615
9.3360212647929e-05,166012.907519141
9.34217757026627e-05,166063.469353667
9.34833387573965e-05,166114.031188193
9.35449018121302e-05,166164.593022719
9.36064648668639e-05,166215.154857245
9.36680279215976e-05,166265.716691771
9.37295909763314e-05,166316.278526297
9.37911540310651e-05,166366.840360824
9.38527170857988e-05,166417.40219535
9.39142801405326e-05,166467.964029876
9.39758431952663e-05,166518.525864402
9.403740625e-05,166569.087698928
9.40989693047337e-05,166619.649533454
9.41605323594675e-05,166670.21136798
9.42220954142012e-05,166720.773202506
9.42836584689349e-05,166771.335037033
9.43452215236686e-05,166822.03593273
9.44067845784024e-05,166874.120669407
9.44683476331361e-05,166926.205406085
9.45299106878698e-05,166978.290142762
9.45914737426036e-05,167030.374879439
9.46530367973373e-05,167082.459616117
9.4714599852071e-05,167134.544352794
9.47761629068047e-05,167186.629089471
9.48377259615385e-05,167238.713826149
9.48992890162722e-05,167290.798562826
9.49608520710059e-05,167342.883299503
9.50224151257397e-05,167394.968036181
9.50839781804734e-05,167447.052772858
9.51455412352071e-05,167499.137509536
9.52071042899408e-05,167551.222246213
9.52686673446746e-05,167603.30698289
9.53302303994083e-05,167655.391719568
9.5391793454142e-05,167707.476456245
9.54533565088757e-05,167759.561192922
9.55149195636095e-05,167811.6459296
9.55764826183432e-05,167863.730666277
9.56380456730769e-05,167915.815402955
9.56996087278107e-05,167967.900139632
9.57611717825444e-05,168019.984876309
9.58227348372781e-05,168072.069612987
9.58842978920118e-05,168124.154349664
9.59458609467456e-05,168176.239086341
9.60074240014793e-05,168228.323823019
9.6068987056213e-05,168280.408559696
9.61305501109467e-05,168332.493296374
9.61921131656805e-05,168280.651451774
9.62536762204142e-05,168165.742997004
9.63152392751479e-05,168050.834542234
9.63768023298817e-05,167935.926087464
9.64383653846154e-05,167821.017632694
9.64999284393491e-05,167706.109177924
9.65614914940828e-05,167591.200723154
9.66230545488166e-05,167476.292268385
9.66846176035503e-05,167361.383813615
9.6746180658284e-05,167246.475358845
9.68077437130178e-05,167131.566904075
9.68693067677515e-05,167016.658449305
9.69308698224852e-05,166901.749994535
9.69924328772189e-05,166786.841539765
9.70539959319527e-05,166671.933084995
9.71155589866864e-05,166557.024630225
9.71771220414201e-05,166442.116175455
9.72386850961538e-05,166327.207720685
9.73002481508876e-05,166212.299265915
9.73618112056213e-05,166097.390811145
9.7423374260355e-05,165982.482356375
9.74849373150888e-05,165867.573901605
9.75465003698225e-05,165752.665446835
9.76080634245562e-05,165637.756992065
9.76696264792899e-05,165522.848537295
9.77311895340237e-05,165407.940082526
9.77927525887574e-05,165293.031627756
9.78543156434911e-05,165178.123172986
9.79158786982249e-05,165063.214718216
9.79774417529586e-05,164948.306263446
9.80390048076923e-05,164833.397808676
9.8100567862426e-05,164719.740051026
9.81621309171598e-05,164606.08627146
9.82236939718935e-05,164492.432491893
9.82852570266272e-05,164378.778712327
9.8346820081361e-05,164265.12493276
9.84083831360947e-05,164151.471153194
9.84699461908284e-05,164037.817373627
9.85315092455621e-05,163924.163594061
9.85930723002959e-05,163810.509814495
9.86546353550296e-05,163696.856034928
9.87161984097633e-05,163583.202255362
9.8777761464497e-05,163469.548475795
9.88393245192308e-05,163355.894696229
9.89008875739645e-05,163242.240916662
9.89624506286982e-05,163128.587137096
9.9024013683432e-05,163014.933357529
9.90855767381657e-05,162901.279577963
9.91471397928994e-05,162787.625798396
9.92087028476331e-05,162673.97201883
9.92702659023669e-05,162560.318239263
9.93318289571006e-05,162446.664459697
9.93933920118343e-05,162333.01068013
9.94549550665681e-05,162219.356900564
9.95165181213018e-05,162105.703120997
9.95780811760355e-05,161992.049341431
9.96396442307692e-05,161878.395561865
9.9701207285503e-05,161764.741782298
9.97627703402367e-05,161651.088002732
9.98243333949704e-05,161537.434223165
9.98858964497042e-05,161423.780443599
9.99474595044379e-05,161310.126664032
0.000100009022559172,161204.285807251
0.000100070585613905,161143.941447322
0.000100132148668639,161083.597087392
0.000100193711723373,161023.252727462
0.000100255274778107,160962.908367533
0.00010031683783284,160902.564007603
0.000100378400887574,160842.219647673
0.000100439963942308,160781.875287744
0.000100501526997041,160721.530927814
0.000100563090051775,160661.186567884
0.000100624653106509,160600.842207955
0.000100686216161243,160540.497848025
0.000100747779215976,160480.153488095
0.00010080934227071,160419.809128166
0.000100870905325444,160359.464768236
0.000100932468380178,160299.120408306
0.000100994031434911,160238.776048377
0.000101055594489645,160178.431688447
0.000101117157544379,160118.087328517
0.000101178720599112,160057.742968588
0.000101240283653846,159997.398608658
0.00010130184670858,159937.054248728
0.000101363409763314,159876.709888799
0.000101424972818047,159816.365528869
0.000101486535872781,159756.021168939
0.000101548098927515,159695.67680901
0.000101609661982249,159635.33244908
0.000101671225036982,159574.98808915
0.000101732788091716,159514.643729221
0.00010179435114645,159454.299369291
0.000101855914201183,159393.955009361
0.000101917477255917,159333.610649432
0.000101979040310651,159273.266289502
0.000102040603365385,159212.921929572
0.000102102166420118,159153.618694963
0.000102163729474852,159094.318806218
0.000102225292529586,159035.018917472
0.00010228685558432,158975.719028727
0.000102348418639053,158916.419139981
0.000102409981693787,158857.119251236
0.000102471544748521,158797.81936249
0.000102533107803254,158738.519473745
0.000102594670857988,158679.219584999
0.000102656233912722,158619.919696254
0.000102717796967456,158560.619807508
0.000102779360022189,158501.319918763
0.000102840923076923,158442.020030017
0.000102902486131657,158382.720141272
0.000102964049186391,158323.420252526
0.000103025612241124,158264.120363781
0.000103087175295858,158204.820475035
0.000103148738350592,158145.52058629
0.000103210301405325,158086.220697544
0.000103271864460059,158026.920808799
0.000103333427514793,157967.620920053
0.000103394990569527,157908.321031308
0.00010345655362426,157849.021142562
0.000103518116678994,157789.721253817
0.000103579679733728,157730.421365071
0.000103641242788462,157671.121476326
0.000103702805843195,157611.82158758
0.000103764368897929,157552.521698835
0.000103825931952663,157493.221810089
0.000103887495007396,157433.921921344
0.00010394905806213,157374.622032598
0.000104010621116864,157315.322143853
0.000104072184171598,157256.022255107
0.000104133747226331,157196.722366362
0.000104195310281065,157204.270266504
0.000104256873335799,157288.812158648
0.000104318436390533,157373.354050792
0.000104379999445266,157457.895942936
0.0001044415625,157542.437835079
0.000104503125554734,157626.979727223
0.000104564688609467,157711.521619367
0.000104626251664201,157796.063511511
0.000104687814718935,157880.605403655
0.000104749377773669,157965.147295799
0.000104810940828402,158049.689187943
0.000104872503883136,158134.231080086
0.00010493406693787,158218.77297223
0.000104995629992604,158303.314864374
0.000105057193047337,158387.856756518
0.000105118756102071,158472.398648662
0.000105180319156805,158556.940540806
0.000105241882211538,158641.48243295
0.000105303445266272,158726.024325094
0.000105365008321006,158810.566217238
0.00010542657137574,158895.108109381
0.000105488134430473,158979.650001525
0.000105549697485207,159064.191893669
0.000105611260539941,159148.733785813
0.000105672823594675,159233.275677957
0.000105734386649408,159317.817570101
0.000105795949704142,159402.359462245
0.000105857512758876,159486.901354389
0.000105919075813609,159571.443246532
0.000105980638868343,159655.985138676
0.000106042201923077,159740.52703082
0.000106103764977811,159825.068922964
0.000106165328032544,159909.610815108
0.000106226891087278,159994.152707252
0.000106288454142012,160078.694599396
0.000106350017196746,160163.23649154
0.000106411580251479,160248.179754179
0.000106473143306213,160333.586215126
0.000106534706360947,160418.992676073
0.00010659626941568,160504.39913702
0.000106657832470414,160589.805597967
0.000106719395525148,160675.212058913
0.000106780958579882,160760.61851986
0.000106842521634615,160846.024980807
0.000106904084689349,160931.431441754
0.000106965647744083,161016.837902701
0.000107027210798817,161102.244363647
0.00010708877385355,161187.650824594
0.000107150336908284,161273.057285541
0.000107211899963018,161358.463746488
0.000107273463017751,161443.870207435
0.000107335026072485,161529.276668382
0.000107396589127219,161614.683129328
0.000107458152181953,161700.089590275
0.000107519715236686,161785.496051222
0.00010758127829142,161870.902512169
0.000107642841346154,161956.308973116
0.000107704404400888,162041.715434062
0.000107765967455621,162127.121895009
0.000107827530510355,162212.528355956
0.000107889093565089,162297.934816903
0.000107950656619822,162383.34127785
0.000108012219674556,162468.747738797
0.00010807378272929,162554.154199743
0.000108135345784024,162639.56066069
0.000108196908838757,162724.967121637
0.000108258471893491,162810.373582584
0.000108320034948225,162895.780043531
0.000108381598002959,162981.186504477
0.000108443161057692,163066.592965424
0.000108504724112426,163151.999426371
0.00010856628716716,163237.405887318
0.000108627850221894,163322.812348265
0.000108689413276627,163408.218809211
0.000108750976331361,163217.006002599
0.000108812539386095,162994.332571989
0.000108874102440828,162771.659141379
0.000108935665495562,162548.985710768
0.000108997228550296,162326.312280158
0.00010905879160503,162103.638849548
0.000109120354659763,161880.965418937
0.000109181917714497,161658.291988327
0.000109243480769231,161435.618557717
0.000109305043823965,161212.945127107
0.000109366606878698,160990.271696496
0.000109428169933432,160767.598265886
0.000109489732988166,160544.924835276
0.000109551296042899,160322.251404666
0.000109612859097633,160099.577974055
0.000109674422152367,159876.904543445
0.000109735985207101,159654.231112835
0.000109797548261834,159431.557682224
0.000109859111316568,159208.884251614
0.000109920674371302,158986.210821004
0.000109982237426036,158763.537390394
0.000110043800480769,158540.863959783
0.000110105363535503,158318.190529173
0.000110166926590237,158095.517098563
0.00011022848964497,157872.843667953
0.000110290052699704,157650.170237342
0.000110351615754438,157427.496806732
0.000110413178809172,157204.823376122
0.000110474741863905,156982.149945512
0.000110536304918639,156759.476514901
0.000110597867973373,156536.803084291
0.000110659431028107,156314.129653681
0.00011072099408284,156091.456223071
0.000110782557137574,155868.78279246
0.000110844120192308,155646.10936185
0.000110905683247041,155423.43593124
0.000110967246301775,155200.762500629
0.000111028809356509,154978.089070019
0.000111090372411243,154755.415639409
0.000111151935465976,154533.219346728
0.00011121349852071,154311.265251132
0.000111275061575444,154089.311155536
0.000111336624630178,153867.35705994
0.000111398187684911,153645.402964344
0.000111459750739645,153423.448868748
0.000111521313794379,153201.494773152
0.000111582876849112,152979.540677556
0.000111644439903846,152757.58658196
0.00011170600295858,152535.632486364
0.000111767566013314,152313.678390768
0.000111829129068047,152091.724295172
0.000111890692122781,151869.770199576
0.000111952255177515,151647.81610398
0.000112013818232249,151425.862008384
0.000112075381286982,151203.907912788
0.000112136944341716,150981.953817192
0.00011219850739645,150759.999721596
0.000112260070451183,150538.045626
0.000112321633505917,150316.091530404
0.000112383196560651,150094.137434808
0.000112444759615385,149872.183339212
0.000112506322670118,149650.229243616
0.000112567885724852,149428.27514802
0.000112629448779586,149206.321052424
0.00011269101183432,148984.366956828
0.000112752574889053,148762.412861232
0.000112814137943787,148540.458765636
0.000112875700998521,148318.50467004
0.000112937264053254,148096.550574443
0.000112998827107988,147874.596478847
0.000113060390162722,147652.642383251
0.000113121953217456,147430.688287655
0.000113183516272189,147208.734192059
0.000113245079326923,146986.780096463
0.000113306642381657,146764.826000867
0.000113368205436391,146542.871905271
0.000113429768491124,146320.917809675
0.000113491331545858,146098.963714079
0.000113552894600592,145877.009618483
0.000113614457655325,145655.055522887
0.000113676020710059,145485.105029092
0.000113737583764793,145343.954626419
0.000113799146819527,145202.804223745
0.00011386070987426,145061.653821072
0.000113922272928994,144920.503418399
0.000113983835983728,144779.353015725
0.000114045399038462,144638.202613052
0.000114106962093195,144497.052210378
0.000114168525147929,144355.901807705
0.000114230088202663,144214.751405032
0.000114291651257396,144073.601002358
0.00011435321431213,143932.450599685
0.000114414777366864,143791.300197012
0.000114476340421598,143650.149794338
0.000114537903476331,143508.999391665
0.000114599466531065,143367.848988991
0.000114661029585799,143226.698586318
0.000114722592640533,143085.548183645
0.000114784155695266,142944.397780971
0.00011484571875,142803.247378298
0.000114907281804734,142662.096975625
0.000114968844859467,142520.946572951
0.000115030407914201,142379.796170278
0.000115091970968935,142238.645767604
0.000115153534023669,142097.495364931
0.000115215097078402,141956.344962258
0.000115276660133136,141815.194559584
0.00011533822318787,141674.044156911
0.000115399786242604,141532.893754238
0.000115461349297337,141391.743351564
0.000115522912352071,141250.592948891
0.000115584475406805,141109.442546218
0.000115646038461538,140968.292143544
0.000115707601516272,140827.141740871
0.000115769164571006,140685.991338197
0.00011583072762574,140544.840935524
0.000115892290680473,140403.690532851
0.000115953853735207,140262.540130177
0.000116015416789941,140121.389727504
0.000116076979844675,139980.239324831
0.000116138542899408,139839.088922157
0.000116200105954142,139697.938519484
0.000116261669008876,139556.78811681
0.000116323232063609,139416.068375075
0.000116384795118343,139275.518732681
0.000116446358173077,139134.969090287
0.000116507921227811,138994.419447893
0.000116569484282544,138853.869805499
0.000116631047337278,138713.320163105
0.000116692610392012,138572.770520711
0.000116754173446746,138432.220878317
0.000116815736501479,138291.671235924
0.000116877299556213,138151.12159353
0.000116938862610947,138010.571951136
0.00011700042566568,137870.022308742
0.000117061988720414,137729.472666348
0.000117123551775148,137588.923023954
0.000117185114829882,137448.37338156
0.000117246677884615,137307.823739166
0.000117308240939349,137167.274096772
0.000117369803994083,137026.724454378
0.000117431367048817,136886.174811984
0.00011749293010355,136745.62516959
0.000117554493158284,136605.075527196
0.000117616056213018,136464.525884802
0.000117677619267751,136323.976242408
0.000117739182322485,136183.426600014
0.000117800745377219,136042.87695762
0.000117862308431953,135902.327315226
0.000117923871486686,135761.777672832
0.00011798543454142,135621.228030439
0.000118046997596154,135480.678388045
0.000118108560650888,135340.128745651
0.000118170123705621,135199.579103257
0.000118231686760355,135059.029460863
0.000118293249815089,134918.479818469
0.000118354812869822,134777.930176075
0.000118416375924556,134637.380533681
0.00011847793897929,134496.830891287
0.000118539502034024,134356.281248893
0.000118601065088757,134215.731606499
0.000118662628143491,134075.181964105
0.000118724191198225,133934.632321711
0.000118785754252959,133794.082679317
0.000118847317307692,133653.533036923
0.000118908880362426,133512.983394529
0.00011897044341716,133372.433752135
0.000119032006471893,133231.884109741
0.000119093569526627,133147.729339145
0.000119155132581361,133082.70450381
0.000119216695636095,133017.679668475
0.000119278258690828,132952.65483314
0.000119339821745562,132887.629997805
0.000119401384800296,132822.60516247
0.00011946294785503,132757.580327135
0.000119524510909763,132692.5554918
0.000119586073964497,132627.530656465
0.000119647637019231,132562.50582113
0.000119709200073965,132497.480985795
0.000119770763128698,132432.45615046
0.000119832326183432,132367.431315125
0.000119893889238166,132302.40647979
0.000119955452292899,132237.381644455
0.000120017015347633,132172.35680912
0.000120078578402367,132107.331973785
0.000120140141457101,132042.30713845
0.000120201704511834,131977.282303115
0.000120263267566568,131912.25746778
0.000120324830621302,131847.232632445
0.000120386393676036,131782.20779711
0.000120447956730769,131717.182961775
0.000120509519785503,131652.15812644
0.000120571082840237,131587.133291106
0.00012063264589497,131522.108455771
0.000120694208949704,131457.083620436
0.000120755772004438,131392.058785101
0.000120817335059172,131327.033949766
0.000120878898113905,131262.009114431
0.000120940461168639,131196.984279096
0.000121002024223373,131131.959443761
0.000121063587278107,131066.934608426
0.00012112515033284,131001.909773091
0.000121186713387574,130936.884937756
0.000121248276442308,130871.860102421
0.000121309839497041,130806.835267086
0.000121371402551775,130741.810431751
0.000121432965606509,130676.785596416
0.000121494528661243,130611.760761081
0.000121556091715976,130546.735925746
0.00012161765477071,130481.711090411
0.000121679217825444,130416.686255076
0.000121740780880178,130351.661419741
0.000121802343934911,130286.636584406
0.000121863906989645,130221.611749071
0.000121925470044379,130156.586913736
0.000121987033099112,130091.852204276
0.000122048596153846,130027.32581005
0.00012211015920858,129962.799415825
0.000122171722263314,129898.273021599
0.000122233285318047,129833.746627373
0.000122294848372781,129769.220233147
0.000122356411427515,129704.693838922
0.000122417974482249,129640.167444696
0.000122479537536982,129575.64105047
0.000122541100591716,129511.114656244
0.00012260266364645,129446.588262019
0.000122664226701183,129382.061867793
0.000122725789755917,129317.535473567
0.000122787352810651,129253.009079341
0.000122848915865385,129188.482685116
0.000122910478920118,129123.95629089
0.000122972041974852,129059.429896664
0.000123033605029586,128994.903502438
0.00012309516808432,128930.377108212
0.000123156731139053,128865.850713987
0.000123218294193787,128801.324319761
0.000123279857248521,128736.797925535
0.000123341420303254,128672.271531309
0.000123402983357988,128607.745137084
0.000123464546412722,128543.218742858
0.000123526109467456,128478.692348632
0.000123587672522189,128414.165954406
0.000123649235576923,128349.639560181
0.000123710798631657,128285.113165955
0.000123772361686391,128220.586771729
0.000123833924741124,128156.060377503
0.000123895487795858,128091.533983278
0.000123957050850592,128027.007589052
0.000124018613905325,127962.481194826
0.000124080176960059,127897.9548006
0.000124141740014793,127833.428406374
0.000124203303069527,127768.902012149
0.00012426486612426,127704.375617923
0.000124326429178994,127639.849223697
0.000124387992233728,127575.322829471
0.000124449555288462,127510.796435246
0.000124511118343195,127446.27004102
0.000124572681397929,127381.743646794
0.000124634244452663,127317.217252568
0.000124695807507396,127252.690858343
0.00012475737056213,127188.164464117
0.000124818933616864,127123.638069891
0.000124880496671598,127059.111675665
0.000124942059726331,126994.58528144
0.000125003622781065,126931.842369772
0.000125065185835799,126897.623253954
0.000125126748890533,126863.404138137
0.000125188311945266,126829.185022319
0.000125249875,126794.965906501
0.000125311438054734,126760.746790683
0.000125373001109467,126726.527674866
0.000125434564164201,126692.308559048
0.000125496127218935,126658.08944323
0.000125557690273669,126623.870327413
0.000125619253328402,126589.651211595
0.000125680816383136,126555.432095777
0.00012574237943787,126521.21297996
0.000125803942492604,126486.993864142
0.000125865505547337,126452.774748324
0.000125927068602071,126418.555632506
0.000125988631656805,126384.336516689
0.000126050194711538,126350.117400871
0.000126111757766272,126315.898285053
0.000126173320821006,126281.679169236
0.00012623488387574,126247.460053418
0.000126296446930473,126213.2409376
0.000126358009985207,126179.021821782
0.000126419573039941,126144.802705965
0.000126481136094675,126110.583590147
0.000126542699149408,126076.364474329
0.000126604262204142,126042.145358512
0.000126665825258876,126007.926242694
0.000126727388313609,125973.707126876
0.000126788951368343,125939.488011058
0.000126850514423077,125905.268895241
0.000126912077477811,125871.049779423
0.000126973640532544,125836.830663605
0.000127035203587278,125802.611547788
0.000127096766642012,125768.39243197
0.000127158329696746,125734.173316152
0.000127219892751479,125699.954200335
0.000127281455806213,125665.735084517
0.000127343018860947,125631.515968699
0.000127404581915681,125597.296852881
0.000127466144970414,125563.077737064
0.000127527708025148,125528.858621246
0.000127589271079882,125494.639505428
0.000127650834134615,125460.420389611
0.000127712397189349,125426.201273793
0.000127773960244083,125391.982157975
0.000127835523298817,125357.763042157
0.00012789708635355,125323.54392634
0.000127958649408284,125289.324810522
0.000128020212463018,125255.105694704
0.000128081775517751,125220.886578887
0.000128143338572485,125186.667463069
0.000128204901627219,125152.448347251
0.000128266464681953,125118.628827519
0.000128328027736686,125084.810599704
0.00012838959079142,125050.99237189
0.000128451153846154,125017.174144075
0.000128512716900888,124983.35591626
0.000128574279955621,124949.537688446
0.000128635843010355,124915.719460631
0.000128697406065089,124881.901232816
0.000128758969119823,124848.083005002
0.000128820532174556,124814.264777187
0.00012888209522929,124780.446549372
0.000128943658284024,124746.628321557
0.000129005221338757,124712.810093743
0.000129066784393491,124678.991865928
0.000129128347448225,124645.173638113
0.000129189910502959,124611.355410299
0.000129251473557692,124577.537182484
0.000129313036612426,124543.718954669
0.00012937459966716,124509.900726855
0.000129436162721894,124476.08249904
0.000129497725776627,124442.264271225
0.000129559288831361,124408.446043411
0.000129620851886095,124374.627815596
0.000129682414940828,124340.809587781
0.000129743977995562,124306.991359967
0.000129805541050296,124273.173132152
0.00012986710410503,124239.354904337
0.000129928667159763,124205.536676523
0.000129990230214497,124171.718448708
0.000130051793269231,124137.900220893
0.000130113356323965,124104.081993078
0.000130174919378698,124070.263765264
0.000130236482433432,124036.445537449
0.000130298045488166,124002.627309634
0.000130359608542899,123968.80908182
0.000130421171597633,123934.990854005
0.000130482734652367,123901.17262619
0.000130544297707101,123867.354398376
0.000130605860761834,123833.536170561
0.000130667423816568,123799.717942746
0.000130728986871302,123765.899714932
0.000130790549926036,123732.081487117
0.000130852112980769,123698.263259302
0.000130913676035503,123664.445031488
0.000130975239090237,123630.626803673
0.00013103680214497,123596.808575858
0.000131098365199704,123562.990348044
0.000131159928254438,123529.172120229
0.000131221491309172,123495.353892414
0.000131283054363905,123461.535664599
0.000131344617418639,123427.717436785
0.000131406180473373,123393.89920897
0.000131467743528107,123360.080981155
0.00013152930658284,123326.262753341
0.000131590869637574,123295.36460934
0.000131652432692308,123276.565161652
0.000131713995747041,123257.765713965
0.000131775558801775,123238.966266278
0.000131837121856509,123220.166818591
0.000131898684911243,123201.367370904
0.000131960247965976,123182.567923216
0.00013202181102071,123163.768475529
