##NAMES=Magnesite
##RRUFFID=R050676
##IDEAL CHEMISTRY=MgCO_3_
##LOCALITY=Tyrol, Austria
##OWNER=RRUFF
##SOURCE=University of Arizona Mineral Museum
##DESCRIPTION=Brown rhombohedral crystals
##STATUS=The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis
##URL=rruff.info/R050676
##MEASURED CHEMISTRY=(Mg_0.87_Fe^2+^_0.12_Ca_0.01_)_Σ=1_CO_3_; trace amounts of Mn and Cd; CO_2_ estimated by difference
3.991926e+002, 1.765949e-001
4.011211e+002, 1.690043e-001
4.030495e+002, 1.684008e-001
4.049780e+002, 1.652362e-001
4.069065e+002, 1.571758e-001
4.088349e+002, 1.541682e-001
4.107634e+002, 1.498018e-001
4.126919e+002, 1.379708e-001
4.146203e+002, 1.315155e-001
4.165488e+002, 1.265151e-001
4.184773e+002, 1.180545e-001
4.204057e+002, 1.150216e-001
4.223342e+002, 1.096559e-001
4.242627e+002, 1.048359e-001
4.261911e+002, 1.000319e-001
4.281196e+002, 9.639942e-002
4.300481e+002, 9.284364e-002
4.319765e+002, 8.863380e-002
4.339050e+002, 8.496691e-002
4.358335e+002, 8.299266e-002
4.377619e+002, 8.080070e-002
4.396904e+002, 7.586595e-002
4.416189e+002, 7.050117e-002
4.435473e+002, 6.696951e-002
4.454758e+002, 6.506140e-002
4.474043e+002, 6.243770e-002
4.493327e+002, 5.835783e-002
4.512612e+002, 5.434497e-002
4.531897e+002, 5.230752e-002
4.551181e+002, 5.098512e-002
4.570466e+002, 4.727399e-002
4.589751e+002, 4.338916e-002
4.609035e+002, 4.131093e-002
4.628320e+002, 3.902766e-002
4.647605e+002, 3.577042e-002
4.666889e+002, 3.487780e-002
4.686174e+002, 3.365130e-002
4.705459e+002, 3.221129e-002
4.724743e+002, 3.171695e-002
4.744028e+002, 2.970196e-002
4.763313e+002, 2.759410e-002
4.782597e+002, 2.650401e-002
4.801882e+002, 2.491340e-002
4.821167e+002, 2.387300e-002
4.840451e+002, 2.309154e-002
4.859736e+002, 2.215668e-002
4.879021e+002, 2.216207e-002
4.898305e+002, 2.178433e-002
4.917590e+002, 2.151709e-002
4.936875e+002, 2.041118e-002
4.956159e+002, 1.909315e-002
4.975444e+002, 1.802256e-002
4.994729e+002, 1.728524e-002
5.014013e+002, 1.753554e-002
5.033298e+002, 1.809513e-002
5.052583e+002, 1.828147e-002
5.071867e+002, 1.855189e-002
5.091152e+002, 1.812246e-002
5.110437e+002, 1.794799e-002
5.129721e+002, 1.748098e-002
5.149006e+002, 1.716111e-002
5.168290e+002, 1.670203e-002
5.187575e+002, 1.593527e-002
5.206860e+002, 1.660924e-002
5.226144e+002, 1.701544e-002
5.245429e+002, 1.610855e-002
5.264714e+002, 1.591273e-002
5.283998e+002, 1.606293e-002
5.303283e+002, 1.639972e-002
5.322568e+002, 1.643235e-002
5.341852e+002, 1.647272e-002
5.361137e+002, 1.659678e-002
5.380422e+002, 1.687557e-002
5.399706e+002, 1.687948e-002
5.418991e+002, 1.588602e-002
5.438276e+002, 1.516415e-002
5.457560e+002, 1.533884e-002
5.476845e+002, 1.579012e-002
5.496130e+002, 1.556079e-002
5.515414e+002, 1.542604e-002
5.534699e+002, 1.562440e-002
5.553984e+002, 1.548729e-002
5.573268e+002, 1.558364e-002
5.592553e+002, 1.568662e-002
5.611838e+002, 1.575688e-002
5.631122e+002, 1.641595e-002
5.650407e+002, 1.716448e-002
5.669692e+002, 1.731730e-002
5.688976e+002, 1.773320e-002
5.708261e+002, 1.787507e-002
5.727546e+002, 1.826810e-002
5.746830e+002, 1.802095e-002
5.766115e+002, 1.741461e-002
5.785400e+002, 1.742538e-002
5.804684e+002, 1.705668e-002
5.823969e+002, 1.641484e-002
5.843254e+002, 1.603197e-002
5.862538e+002, 1.547285e-002
5.881823e+002, 1.519591e-002
5.901108e+002, 1.582653e-002
5.920392e+002, 1.655000e-002
5.939677e+002, 1.658754e-002
5.958962e+002, 1.679051e-002
5.978246e+002, 1.699792e-002
5.997531e+002, 1.714312e-002
6.016816e+002, 1.741860e-002
6.036100e+002, 1.704649e-002
6.055385e+002, 1.676842e-002
6.074670e+002, 1.666775e-002
6.093954e+002, 1.573446e-002
6.113239e+002, 1.502002e-002
6.132524e+002, 1.521286e-002
6.151808e+002, 1.484267e-002
6.171093e+002, 1.444239e-002
6.190378e+002, 1.447908e-002
6.209662e+002, 1.456349e-002
6.228947e+002, 1.438070e-002
6.248232e+002, 1.436902e-002
6.267516e+002, 1.499086e-002
6.286801e+002, 1.480738e-002
6.306086e+002, 1.469475e-002
6.325370e+002, 1.466759e-002
6.344655e+002, 1.510231e-002
6.363940e+002, 1.509381e-002
6.383224e+002, 1.542326e-002
6.402509e+002, 1.609032e-002
6.421794e+002, 1.621845e-002
6.441078e+002, 1.629319e-002
6.460363e+002, 1.633496e-002
6.479648e+002, 1.601810e-002
6.498932e+002, 1.576140e-002
6.518217e+002, 1.579410e-002
6.537502e+002, 1.600354e-002
6.556786e+002, 1.581612e-002
6.576071e+002, 1.610550e-002
6.595356e+002, 1.647056e-002
6.614641e+002, 1.674622e-002
6.633925e+002, 1.727972e-002
6.653210e+002, 1.798373e-002
6.672495e+002, 1.828551e-002
6.691779e+002, 1.826518e-002
6.711064e+002, 1.816875e-002
6.730349e+002, 1.760005e-002
6.749633e+002, 1.728277e-002
6.768918e+002, 1.745605e-002
6.788203e+002, 1.720424e-002
6.807487e+002, 1.676114e-002
6.826772e+002, 1.678924e-002
6.846057e+002, 1.699478e-002
