T(K),Vsol (cm3),ρsol (g/cm3),V_ice (cm3),Individual salt volumes (cm3),,,,Vol%,,,
,,,,Gypsum,Meridianiite,Mirabilite,Picromerite,Gypsum,Meridianiite,Mirabilite,Picromerite
256.25,12.079,1.26344,0.0483797,3.72E-05,0.0167552,0.00521998,0.00420784,0.1%,63.9%,19.9%,16.0%
256.2,12.0101,1.26356,0.0478811,3.63E-05,0.0165394,0.00516111,0.00415648,0.1%,63.9%,19.9%,16.1%
256.15,11.9418,1.26369,0.0474421,3.55E-05,0.0163489,0.00511583,0.00411826,0.1%,63.8%,20.0%,16.1%
256.1,11.8743,1.26379,0.0470981,3.49E-05,0.0161981,0.00509287,0.0041017,0.1%,63.7%,20.0%,16.1%
256.05,11.8073,1.26393,0.0464882,3.36E-05,0.0159355,0.00500391,0.00402067,0.1%,63.8%,20.0%,16.1%
256,11.7411,1.26404,0.0462504,3.33E-05,0.0158284,0.00500525,0.00402755,0.1%,63.6%,20.1%,16.2%
255.95,11.6754,1.26416,0.0457498,3.23E-05,0.0156115,0.00494126,0.00397066,0.1%,63.6%,20.1%,16.2%
255.9,11.6104,1.26429,0.0453302,3.15E-05,0.0154283,0.00489628,0.00393219,0.1%,63.5%,20.2%,16.2%
255.85,11.5461,1.26439,0.0450562,3.10E-05,0.0153045,0.00488633,0.0039277,0.1%,63.4%,20.2%,16.3%
255.8,11.4822,1.26454,0.044456,2.97E-05,0.0150473,0.00479516,0.00384409,0.1%,63.4%,20.2%,16.2%
255.75,11.4191,1.26464,0.0442493,2.94E-05,0.0149502,0.00480023,0.00385398,0.1%,63.3%,20.3%,16.3%
255.7,11.3565,1.26479,0.0437258,2.83E-05,0.0147247,0.00472626,0.00378694,0.1%,63.3%,20.3%,16.3%
255.65,11.2945,1.26488,0.0435138,2.79E-05,0.0146243,0.00472857,0.00379389,0.1%,63.1%,20.4%,16.4%
255.6,11.233,1.26505,0.0429065,2.67E-05,0.014366,0.00463218,0.00370494,0.1%,63.2%,20.4%,16.3%
255.55,11.172,1.26523,0.0424794,2.58E-05,0.0141804,0.00457956,0.00365843,0.1%,63.2%,20.4%,16.3%
255.5,11.1118,1.26531,0.0424675,2.58E-05,0.0141576,0.00462945,0.00371118,0.1%,62.9%,20.6%,16.5%
255.45,11.0521,1.26545,0.0419177,2.47E-05,0.0139231,0.00454492,0.00363353,0.1%,62.9%,20.5%,16.4%
255.4,10.9929,1.26555,0.0416852,2.42E-05,0.0138127,0.00453865,0.00363161,0.1%,62.8%,20.6%,16.5%
255.35,10.9342,1.26571,0.0411519,2.30E-05,0.0135858,0.00445663,0.00355628,0.1%,62.8%,20.6%,16.4%
255.3,10.8761,1.26585,0.0408721,2.25E-05,0.0134571,0.00443713,0.00354139,0.1%,62.7%,20.7%,16.5%
255.25,10.8185,1.26598,0.0405711,2.18E-05,0.0133199,0.0044117,0.00352066,0.1%,62.6%,20.7%,16.5%
255.2,10.7613,1.26613,0.0401813,2.10E-05,0.013149,0.00436337,0.00347772,0.1%,62.6%,20.8%,16.6%
255.15,10.7047,1.26627,0.0398779,2.03E-05,0.013011,0.00433597,0.00345493,0.1%,62.5%,20.8%,16.6%
255.1,10.6487,1.2664,0.0395734,1.96E-05,0.0128724,0.00430768,0.00343119,0.1%,62.4%,20.9%,16.6%
255.05,10.5931,1.26655,0.0392296,1.89E-05,0.0127192,0.00426889,0.00339725,0.1%,62.3%,20.9%,16.6%
255,10.538,1.26667,0.0389835,1.83E-05,0.0126021,0.00425401,0.00338627,0.1%,62.2%,21.0%,16.7%
254.95,10.4833,1.26684,0.0385229,1.73E-05,0.0124066,0.00418454,0.00332263,0.1%,62.2%,21.0%,16.7%
254.9,10.4293,1.26695,0.0384029,1.70E-05,0.0123353,0.00420022,0.00334091,0.1%,62.0%,21.1%,16.8%
254.85,10.3755,1.26714,0.0378588,1.58E-05,0.0121106,0.00410839,0.00325567,0.1%,62.1%,21.1%,16.7%
254.8,10.3224,1.26724,0.0378358,1.56E-05,0.0120734,0.00414746,0.00329625,0.1%,61.8%,21.2%,16.9%
254.75,10.2696,1.26742,0.037307,1.45E-05,0.0118555,0.0040582,0.0032134,0.1%,61.9%,21.2%,16.8%
254.7,10.2173,1.26758,0.0370821,1.39E-05,0.0117461,0.00404514,0.00320373,0.1%,61.8%,21.3%,16.9%
254.65,10.1655,1.26775,0.0367673,1.32E-05,0.011605,0.00400876,0.00317159,0.1%,61.7%,21.3%,16.9%
254.6,10.1141,1.26791,0.0365003,1.25E-05,0.0114809,0.00398396,0.00315049,0.1%,61.6%,21.4%,16.9%
254.55,10.0631,1.26807,0.0362377,1.18E-05,0.0113583,0.00395972,0.00312987,0.1%,61.5%,21.5%,17.0%
254.5,10.0126,1.26822,0.035958,1.11E-05,0.0112299,0.00393062,0.00310451,0.1%,61.4%,21.5%,17.0%
254.45,9.96252,1.26837,0.0357273,1.05E-05,0.0111182,0.00391345,0.00309051,0.1%,61.3%,21.6%,17.0%
254.4,9.91285,1.26853,0.0354173,9.76E-06,0.0109798,0.00387558,0.00305665,0.1%,61.3%,21.6%,17.1%
254.35,9.86355,1.26871,0.0351003,8.99E-06,0.0108397,0.00383538,0.00302053,0.1%,61.2%,21.7%,17.1%
254.3,9.81476,1.26886,0.0349289,8.46E-06,0.0107481,0.00383179,0.00301931,0.0%,61.0%,21.8%,17.1%
254.25,9.76631,1.26903,0.0346099,7.67E-06,0.0106078,0.00379008,0.00298164,0.0%,61.0%,21.8%,17.1%
254.2,9.71828,1.26919,0.0343634,7.00E-06,0.0104916,0.00376635,0.00296107,0.0%,60.9%,21.9%,17.2%
254.15,9.6706,1.26938,0.0340629,6.23E-06,0.0103583,0.00372835,0.00292687,0.0%,60.9%,21.9%,17.2%
254.1,9.62335,1.26955,0.0338564,5.62E-06,0.0102554,0.00371389,0.00291502,0.0%,60.7%,22.0%,17.3%
254.05,9.57648,1.26973,0.0335886,4.90E-06,0.0101331,0.00368329,0.00288776,0.0%,60.6%,22.0%,17.3%
254,9.53004,1.26989,0.0333849,4.27E-06,0.0100313,0.00366865,0.00287562,0.0%,60.5%,22.1%,17.3%
253.95,9.48399,1.27005,0.0331619,3.61E-06,0.00992335,0.00364861,0.00285828,0.0%,60.4%,22.2%,17.4%
253.9,9.43829,1.27023,0.032885,2.86E-06,0.00979902,0.00361432,0.00282737,0.0%,60.3%,22.3%,17.4%
253.85,9.3928,1.27045,0.0325213,2.00E-06,0.00964893,0.00355729,0.0027749,0.0%,60.4%,22.3%,17.4%
253.8,9.34782,1.27063,0.0324062,1.47E-06,0.00957494,0.00356361,0.00278241,0.0%,60.1%,22.4%,17.5%
253.75,9.30342,1.27074,0.0323558,1.02E-06,0.00951948,0.0035862,0.00280519,0.0%,59.8%,22.5%,17.6%
253.7,9.2591,1.27095,0.0318936,1.56E-08,0.0093413,0.00350253,0.00272742,0.0%,60.0%,22.5%,17.5%
253.65,9.21515,1.27115,0.0316841,0,0.00923878,0.00348332,0.00271069,0.0%,59.9%,22.6%,17.6%
253.6,9.17163,1.27133,0.0315229,0,0.0091504,0.00347615,0.00270525,0.0%,59.7%,22.7%,17.6%
253.55,9.12849,1.27149,0.031336,0,0.00905439,0.00346197,0.00269314,0.0%,59.5%,22.8%,17.7%
253.5,9.08553,1.27172,0.0309779,0,0.00890978,0.00340328,0.00263907,0.0%,59.6%,22.8%,17.7%
253.45,9.04301,1.27191,0.0308488,0,0.00883111,0.00340324,0.0026402,0.0%,59.4%,22.9%,17.7%
253.4,9.00083,1.2721,0.0306354,0,0.00872852,0.00338107,0.00262044,0.0%,59.3%,23.0%,17.8%
253.35,8.95902,1.27228,0.030459,0,0.00863646,0.0033681,0.00260928,0.0%,59.1%,23.0%,17.9%
253.3,8.91745,1.27249,0.030183,0,0.00851731,0.00332905,0.00257361,0.0%,59.1%,23.1%,17.8%
253.25,8.87616,1.27272,0.0299414,0,0.00840833,0.00329848,0.00254588,0.0%,59.0%,23.1%,17.9%
253.2,8.83536,1.27289,0.0298693,0,0.00834521,0.00331141,0.00255887,0.0%,58.7%,23.3%,18.0%
253.15,8.79469,1.27313,0.0295269,0,0.00820997,0.00325405,0.002506,0.0%,58.8%,23.3%,17.9%
253.1,8.75457,1.27329,0.0294975,0,0.00815794,0.00327737,0.00252856,0.0%,58.4%,23.5%,18.1%
253.05,8.71469,1.27348,0.0292487,0,0.00804821,0.00324358,0.00249767,0.0%,58.4%,23.5%,18.1%
253,8.67505,1.27369,0.029,0,0.00793929,0.00320943,0.00246645,0.0%,58.3%,23.6%,18.1%
252.95,8.6357,1.27391,0.028804,0,0.00784449,0.00318863,0.00244766,0.0%,58.2%,23.7%,18.2%
252.9,8.59668,1.27412,0.02863,0,0.00775556,0.0031732,0.00243385,0.0%,58.0%,23.7%,18.2%
252.85,8.55808,1.27429,0.0285283,0,0.00768457,0.0031762,0.00243712,0.0%,57.8%,23.9%,18.3%
252.8,8.51944,1.27458,0.02811,0,0.00753635,0.00309676,0.00236373,0.0%,58.0%,23.8%,18.2%
252.75,8.48138,1.27477,0.0281183,0,0.00749282,0.00312769,0.0023929,0.0%,57.6%,24.0%,18.4%
252.7,8.44354,1.27499,0.0278906,0,0.00739207,0.00309709,0.00236485,0.0%,57.5%,24.1%,18.4%
252.65,8.40615,1.27516,0.0278154,0,0.00732774,0.00310578,0.0023732,0.0%,57.2%,24.3%,18.5%
252.6,8.36877,1.27541,0.02746,0,0.00719817,0.00304139,0.00231382,0.0%,57.3%,24.2%,18.4%
252.55,8.33192,1.27559,0.0274402,0,0.00714701,0.00306392,0.00233489,0.0%,57.0%,24.4%,18.6%
252.5,8.29509,1.27585,0.0271001,0,0.00702281,0.00300288,0.00227864,0.0%,57.1%,24.4%,18.5%
252.45,8.25886,1.27602,0.0271302,0,0.00698259,0.00303785,0.00231107,0.0%,56.6%,24.6%,18.7%
252.4,8.22255,1.27629,0.0267401,0,0.006849,0.00296324,0.00224233,0.0%,56.8%,24.6%,18.6%
252.35,8.18653,1.27657,0.0265804,0,0.00676745,0.00294826,0.00222863,0.0%,56.7%,24.7%,18.7%
252.3,8.15087,1.27681,0.0264758,0,0.00669794,0.00294737,0.00222785,0.0%,56.4%,24.8%,18.8%
252.25,8.11575,1.27697,0.0264625,0,0.00664741,0.00297002,0.00224861,0.0%,56.0%,25.0%,18.9%
252.2,8.08042,1.27728,0.0260278,0,0.00650874,0.00288265,0.00216829,0.0%,56.3%,24.9%,18.8%
252.15,8.04559,1.27751,0.0260051,0,0.00645686,0.00290232,0.00218627,0.0%,55.9%,25.1%,18.9%
252.1,8.01108,1.27774,0.0258727,0,0.0063821,0.00289319,0.00217774,0.0%,55.7%,25.3%,19.0%
252.05,7.97701,1.2779,0.0258164,0,0.00632253,0.00290364,0.00218708,0.0%,55.4%,25.4%,19.2%
252,7.94287,1.27817,0.0254773,0,0.00620733,0.00284013,0.00212875,0.0%,55.5%,25.4%,19.0%
251.95,7.90909,1.2784,0.0253797,0,0.00614049,0.00283933,0.00212777,0.0%,55.3%,25.6%,19.2%
251.9,7.87549,1.27866,0.0251942,0,0.00605364,0.00281396,0.00210684,0.0%,55.2%,25.6%,19.2%
251.85,7.84222,1.2789,0.0250793,0,0.00598716,0.00280958,0.0021,0.0%,54.9%,25.8%,19.3%
251.8,7.80913,1.27916,0.0248873,0,0.00590335,0.00278345,0.00207584,0.0%,54.9%,25.9%,19.3%
251.75,7.77634,1.2794,0.0247723,0,0.00583415,0.00277717,0.00206973,0.0%,54.6%,26.0%,19.4%
251.7,7.74376,1.27965,0.0246023,0,0.00575532,0.00275633,0.00205036,0.0%,54.5%,26.1%,19.4%
251.65,7.71139,1.27991,0.0244451,0,0.00567933,0.00273862,0.00203382,0.0%,54.3%,26.2%,19.5%
251.6,7.67927,1.28017,0.0243,0,0.00560589,0.00272382,0.00201991,0.0%,54.2%,26.3%,19.5%
251.55,7.64746,1.28041,0.0241922,0,0.00553913,0.00271858,0.00201462,0.0%,53.9%,26.5%,19.6%
251.5,7.61576,1.28069,0.0239921,0,0.00545722,0.00268901,0.00198732,0.0%,53.9%,26.5%,19.6%
251.45,7.58437,1.28094,0.0238832,0,0.00539101,0.00268304,0.00198134,0.0%,53.6%,26.7%,19.7%
251.4,7.55323,1.28119,0.0237572,0,0.0053222,0.0026724,0.0019711,0.0%,53.4%,26.8%,19.8%
251.35,7.52227,1.28146,0.0235926,0,0.00524766,0.00265148,0.0019516,0.0%,53.3%,26.9%,19.8%
251.3,7.49154,1.28173,0.0234544,0,0.00517779,0.00263724,0.0019381,0.0%,53.1%,27.0%,19.9%
251.25,7.46105,1.28199,0.0233219,0,0.00510923,0.00262433,0.00192578,0.0%,52.9%,27.2%,19.9%
251.2,7.43071,1.28228,0.0231577,0,0.00503635,0.00260289,0.0019058,0.0%,52.8%,27.3%,20.0%
251.15,7.40061,1.28256,0.023028,0,0.00496915,0.00259031,0.00189376,0.0%,52.6%,27.4%,20.0%
251.1,7.37101,1.28276,0.0230269,0,0.00492053,0.00261116,0.00191159,0.0%,52.1%,27.7%,20.2%
251.05,7.34117,1.2831,0.0226817,0,0.00482348,0.00254188,0.00184883,0.0%,52.3%,27.6%,20.1%
251,7.31175,1.28337,0.0226468,0,0.00477083,0.00255349,0.00185837,0.0%,52.0%,27.8%,20.2%
250.95,7.28258,1.28364,0.0225338,0,0.0047074,0.00254455,0.0018495,0.0%,51.7%,28.0%,20.3%
250.9,7.25355,1.28393,0.0223674,0,0.00463731,0.00252143,0.00182801,0.0%,51.6%,28.1%,20.3%
250.85,7.22472,1.28422,0.0222411,0,0.00457309,0.00250865,0.00181573,0.0%,51.4%,28.2%,20.4%
250.8,7.19613,1.28451,0.0221255,0,0.00451061,0.00249848,0.00180575,0.0%,51.2%,28.3%,20.5%
250.75,7.16777,1.28479,0.0220086,0,0.0044483,0.00248779,0.00179529,0.0%,50.9%,28.5%,20.6%
250.7,7.13953,1.2851,0.0218481,0,0.0043812,0.00246555,0.00177459,0.0%,50.8%,28.6%,20.6%
250.65,7.11163,1.28536,0.0217789,0,0.00432541,0.002467,0.00177486,0.0%,50.5%,28.8%,20.7%
250.6,7.08378,1.28568,0.021596,0,0.00425677,0.00243859,0.00174872,0.0%,50.4%,28.9%,20.7%
250.55,7.05625,1.28596,0.0215226,0,0.00420111,0.0024386,0.00174766,0.0%,50.1%,29.1%,20.8%
250.5,7.02888,1.28625,0.0213848,0,0.00413859,0.00242164,0.00173164,0.0%,49.9%,29.2%,20.9%
250.45,7.00162,1.28657,0.021226,0,0.00407446,0.00239902,0.00171064,0.0%,49.8%,29.3%,20.9%
250.4,6.97468,1.28685,0.0211619,0,0.00402073,0.00240101,0.00171127,0.0%,49.4%,29.5%,21.0%
250.35,6.94788,1.28715,0.0210171,0,0.00395901,0.00238174,0.00169321,0.0%,49.3%,29.6%,21.1%
250.3,6.92127,1.28746,0.020901,0,0.00390071,0.00236983,0.00168161,0.0%,49.1%,29.8%,21.1%
250.25,6.89471,1.2878,0.0207317,0,0.00383791,0.00234387,0.00165775,0.0%,49.0%,29.9%,21.1%
250.2,6.86861,1.28807,0.0207192,0,0.00379017,0.00235874,0.00166953,0.0%,48.5%,30.2%,21.4%
250.15,6.84256,1.28838,0.020549,0,0.00372821,0.00233225,0.00164521,0.0%,48.4%,30.3%,21.4%
250.1,6.81667,1.2887,0.0204252,0,0.00367109,0.00231773,0.00163134,0.0%,48.2%,30.4%,21.4%
250.05,6.79102,1.289,0.0203326,0,0.00361708,0.00231121,0.00162442,0.0%,47.9%,30.6%,21.5%
250,6.76552,1.28932,0.0202078,0,0.0035608,0.00229618,0.0016101,0.0%,47.7%,30.8%,21.6%
249.95,6.74017,1.28964,0.0200838,0,0.00350513,0.00228117,0.00159581,0.0%,47.5%,30.9%,21.6%
249.9,6.71503,1.28996,0.01998,0,0.00345153,0.00227133,0.001586,0.0%,47.2%,31.1%,21.7%
249.85,6.69007,1.29028,0.0198756,0,0.00339828,0.0022612,0.00157594,0.0%,47.0%,31.3%,21.8%
249.8,6.6653,1.2906,0.0197675,0,0.0033452,0.00224996,0.00156492,0.0%,46.7%,31.4%,21.9%
249.75,6.64065,1.29093,0.0196384,0,0.00329118,0.00223311,0.00154907,0.0%,46.5%,31.6%,21.9%
249.7,6.61623,1.29126,0.0195477,0,0.00324022,0.00222613,0.00154172,0.0%,46.2%,31.8%,22.0%
249.65,6.59172,1.29166,0.0193511,0,0.00318328,0.00219198,0.00151074,0.0%,46.2%,31.8%,21.9%
249.6,6.56763,1.29198,0.0193308,0,0.00313751,0.00220257,0.0015188,0.0%,45.7%,32.1%,22.1%
249.55,6.54391,1.29225,0.0192919,0,0.00309063,0.00220873,0.00152266,0.0%,45.3%,32.4%,22.3%
249.5,6.52018,1.29258,0.0191239,0,0.00303684,0.00218108,0.00149761,0.0%,45.2%,32.5%,22.3%
249.45,6.49658,1.29292,0.0190095,0,0.00298672,0.0021673,0.00148444,0.0%,45.0%,32.6%,22.4%
249.4,6.47318,1.29325,0.0189121,0,0.00293796,0.00215782,0.00147495,0.0%,44.7%,32.8%,22.4%
249.35,6.44986,1.29361,0.0187819,0,0.00288813,0.00213968,0.00145811,0.0%,44.5%,33.0%,22.5%
249.3,6.42676,1.29395,0.0186981,0,0.00284096,0.00213353,0.00145145,0.0%,44.2%,33.2%,22.6%
249.25,6.40381,1.2943,0.0185935,0,0.00279328,0.0021218,0.00144007,0.0%,44.0%,33.4%,22.7%
249.2,6.38103,1.29464,0.0184933,0,0.00274626,0.00211112,0.00142959,0.0%,43.7%,33.6%,22.7%
249.15,6.35833,1.29501,0.0183654,0,0.00269873,0.00209311,0.00141293,0.0%,43.5%,33.7%,22.8%
249.1,6.33586,1.29537,0.0182873,0,0.00265351,0.00208796,0.00140713,0.0%,43.2%,34.0%,22.9%
249.05,6.31348,1.29574,0.0181696,0,0.00260739,0.00207239,0.00139256,0.0%,42.9%,34.1%,22.9%
249,6.2915,1.29605,0.0181428,0,0.00256442,0.00208038,0.00139777,0.0%,42.4%,34.4%,23.1%
248.95,6.26954,1.29639,0.0180033,0,0.00251852,0.00205888,0.00137823,0.0%,42.3%,34.6%,23.1%
248.9,6.24767,1.29676,0.0178847,0,0.00247388,0.00204272,0.00136321,0.0%,42.1%,34.7%,23.2%
248.85,6.22599,1.29712,0.0177996,0,0.00243056,0.00203519,0.00135543,0.0%,41.8%,35.0%,23.3%
248.8,6.20445,1.29748,0.0177007,0,0.00238737,0.00202394,0.00134453,0.0%,41.5%,35.2%,23.4%
248.75,6.18307,1.29784,0.0176056,0,0.00234473,0.00201358,0.0013344,0.0%,41.2%,35.4%,23.4%
248.7,6.16182,1.29821,0.0175059,0,0.0023025,0.00200193,0.0013232,0.0%,40.9%,35.6%,23.5%
248.65,6.14075,1.29858,0.0174176,0,0.0022609,0.00199311,0.00131437,0.0%,40.6%,35.8%,23.6%
248.6,6.11974,1.29897,0.0172987,0,0.00221944,0.00197625,0.00129889,0.0%,40.4%,36.0%,23.6%
248.55,6.09901,1.29932,0.0172434,0,0.00217907,0.0019758,0.00129699,0.0%,40.0%,36.2%,23.8%
248.5,6.07843,1.29967,0.0171505,0,0.00213874,0.00196549,0.00128694,0.0%,39.7%,36.5%,23.9%
248.45,6.05786,1.30006,0.017022,0,0.00209879,0.00194582,0.00126921,0.0%,39.5%,36.6%,23.9%
248.4,6.03751,1.30044,0.0169486,0,0.00205956,0.00194037,0.00126321,0.0%,39.1%,36.9%,24.0%
248.35,6.01723,1.30083,0.0168403,0,0.00202075,0.00192576,0.0012497,0.0%,38.9%,37.1%,24.1%
248.3,5.99725,1.30118,0.0167897,0,0.00198228,0.00192601,0.00124836,0.0%,38.4%,37.4%,24.2%
248.25,5.97727,1.30158,0.0166608,0,0.00194451,0.00190584,0.00123033,0.0%,38.3%,37.5%,24.2%
248.2,5.95747,1.30196,0.0165839,0,0.00190702,0.00189908,0.00122329,0.0%,37.9%,37.8%,24.3%
248.15,5.93792,1.30231,0.0165228,0,0.00186974,0.00189632,0.00121949,0.0%,37.5%,38.0%,24.5%
248.1,5.91821,1.30275,0.0163564,0,0.0018341,0.00186611,0.00119342,0.0%,37.5%,38.1%,24.4%
248.05,5.89893,1.3031,0.0163444,0,0.00179661,0.00187577,0.00120021,0.0%,36.9%,38.5%,24.6%
248,5.87957,1.30353,0.0161991,0,0.00176238,0.001851,0.00117814,0.0%,36.8%,38.6%,24.6%
247.95,5.86055,1.30389,0.016167,0,0.00172631,0.00185536,0.00118013,0.0%,36.3%,39.0%,24.8%
247.9,5.84154,1.30429,0.0160461,0,0.00169223,0.0018366,0.00116346,0.0%,36.1%,39.1%,24.8%
247.85,5.82271,1.30467,0.015972,0,0.00165775,0.00182994,0.00115656,0.0%,35.7%,39.4%,24.9%
247.8,5.80398,1.30507,0.0158796,0,0.0016241,0.00181832,0.00114571,0.0%,35.4%,39.6%,25.0%
247.75,5.78541,1.30546,0.0158007,0,0.00159059,0.00181018,0.00113766,0.0%,35.0%,39.9%,25.1%
247.7,5.76688,1.30588,0.0156933,0,0.00155842,0.0017946,0.00112367,0.0%,34.8%,40.1%,25.1%
247.65,5.7482,1.30638,0.0155454,0,0.00152779,0.00176821,0.00110137,0.0%,34.7%,40.2%,25.0%
247.6,5.73033,1.30668,0.0156211,0,0.00149096,0.00179996,0.0011249,0.0%,33.8%,40.8%,25.5%
247.55,5.7122,1.3071,0.0154477,0,0.00146221,0.00176697,0.00109714,0.0%,33.8%,40.8%,25.4%
247.5,5.69424,1.3075,0.0153774,0,0.00143121,0.00175967,0.00108961,0.0%,33.4%,41.1%,25.5%
247.45,5.67626,1.30795,0.0152597,0,0.00140129,0.00174186,0.00107425,0.0%,33.2%,41.3%,25.5%
247.4,5.65877,1.30829,0.0152586,0,0.00136787,0.00175317,0.00108167,0.0%,32.5%,41.7%,25.7%
247.35,5.64093,1.30878,0.015071,0,0.00134225,0.00171624,0.0010511,0.0%,32.7%,41.8%,25.6%
247.3,5.62358,1.30915,0.015072,0,0.00130949,0.00172787,0.00105874,0.0%,32.0%,42.2%,25.8%
