T(K),Vsol (cm3),ρsol (g/cm3),V_ice (cm3),Individual salt volumes (cm3),,,Vol%,,
,,,,Mirabilite,Ikaite,Nahcolite,Mirabilite,Ikaite,Nahcolite
254.7,19.5988,1.20159,0.0581671,0,0.000621477,0.000189091,0.0%,76.7%,23.3%
254.65,19.5461,1.20205,0.0579209,0,0.000619437,0.000189112,0.0%,76.6%,23.4%
254.6,19.4932,1.20252,0.0576303,0,0.000618462,0.000177284,0.0%,77.7%,22.3%
254.55,19.4406,1.20299,0.0573671,0,0.000616652,0.000171903,0.0%,78.2%,21.8%
254.5,19.3882,1.20347,0.0571221,0,0.000614261,0.000170686,0.0%,78.3%,21.7%
254.45,19.3357,1.20397,0.0568258,0,0.00061308,0.000155752,0.0%,79.7%,20.3%
254.4,19.284,1.20442,0.0566467,0,0.000608783,0.000170606,0.0%,78.1%,21.9%
254.35,19.2324,1.2049,0.056379,0,0.000606654,0.000162093,0.0%,78.9%,21.1%
254.3,19.1812,1.20535,0.0561652,0,0.000603054,0.000167118,0.0%,78.3%,21.7%
254.25,19.1299,1.20583,0.0558899,0,0.000600886,0.000155692,0.0%,79.4%,20.6%
254.2,19.0792,1.20629,0.0556801,0,0.00059698,0.000160884,0.0%,78.8%,21.2%
254.15,19.0279,1.2068,0.0553678,0,0.000595472,0.000138822,0.0%,81.1%,18.9%
254.1,18.9778,1.20725,0.0552345,0,0.000589498,0.000163215,0.0%,78.3%,21.7%
254.05,18.9272,1.20774,0.0549302,0,0.000587555,0.000142356,0.0%,80.5%,19.5%
254,18.8774,1.2082,0.054755,0,0.000582413,0.000155015,0.0%,79.0%,21.0%
253.95,18.8275,1.20868,0.0545009,0,0.000579041,0.000146507,0.0%,79.8%,20.2%
253.9,18.7772,1.2092,0.0542112,0,0.000576361,0.000128123,0.0%,81.8%,18.2%
253.85,18.7281,1.20965,0.0540966,0,0.000569543,0.000155746,0.0%,78.5%,21.5%
253.8,18.679,1.21011,0.0538527,0,0.000565617,0.000148728,0.0%,79.2%,20.8%
253.75,18.6297,1.21061,0.0535809,0,0.000562188,0.000133893,0.0%,80.8%,19.2%
253.7,18.5814,1.21105,0.05345,0,0.000555531,0.000156224,0.0%,78.1%,21.9%
253.65,18.532,1.21158,0.0531112,0,0.00055334,0.000122721,0.0%,81.8%,18.2%
253.6,18.4838,1.21205,0.0529825,0,0.000546472,0.000144956,0.0%,79.0%,21.0%
253.55,18.4358,1.21251,0.0527809,0,0.000541118,0.000147394,0.0%,78.6%,21.4%
253.5,18.3873,1.21301,0.0525052,0,0.000537218,0.000129575,0.0%,80.6%,19.4%
253.45,18.3398,1.21347,0.0523687,0,0.00053033,0.000148803,0.0%,78.1%,21.9%
253.4,18.2918,1.21398,0.0520922,0,0.000526237,0.000130031,0.0%,80.2%,19.8%
253.35,18.2448,1.21443,0.0519666,0,0.000519012,0.000151596,0.0%,77.4%,22.6%
253.3,18.1976,1.2149,0.0517288,0,0.000513968,0.00014257,0.0%,78.3%,21.7%
253.25,18.1502,1.21541,0.0514878,0,0.000508879,0.000132297,0.0%,79.4%,20.6%
253.2,18.1035,1.21588,0.0513315,0,0.000502084,0.000144642,0.0%,77.6%,22.4%
253.15,18.0569,1.21635,0.0511342,0,0.000496024,0.000145533,0.0%,77.3%,22.7%
253.1,18.0106,1.21682,0.0509429,0,0.000489792,0.000147742,0.0%,76.8%,23.2%
253.05,17.9638,1.21735,0.0506747,0,0.000484882,0.000128682,0.0%,79.0%,21.0%
253,17.9185,1.21776,0.0506154,0,0.000476171,0.000166223,0.0%,74.1%,25.9%
252.95,17.8717,1.21831,0.0502629,0,0.000472603,0.000123451,0.0%,79.3%,20.7%
252.9,17.8262,1.21878,0.0501709,0,0.000464414,0.00015147,0.0%,75.4%,24.6%
252.85,17.7807,1.21926,0.0499673,0,0.000458135,0.000148678,0.0%,75.5%,24.5%
252.8,17.7353,1.21975,0.049767,0,0.000451748,0.000146444,0.0%,75.5%,24.5%
252.75,17.6901,1.22023,0.0495877,0,0.00044498,0.000149618,0.0%,74.8%,25.2%
252.7,17.6456,1.22067,0.0494482,0,0.000437563,0.000163412,0.0%,72.8%,27.2%
252.65,17.6003,1.22119,0.0491751,0,0.000432214,0.000140142,0.0%,75.5%,24.5%
252.6,17.5556,1.22168,0.0490313,0,0.000424814,0.000152071,0.0%,73.6%,26.4%
252.55,17.5112,1.22215,0.0488693,0,0.0004177,0.000158693,0.0%,72.5%,27.5%
252.5,17.4669,1.22264,0.0486731,0,0.000411084,0.000155512,0.0%,72.6%,27.4%
252.45,17.4223,1.22316,0.0484546,0,0.000404758,0.000145798,0.0%,73.5%,26.5%
252.4,17.3782,1.22366,0.0483108,0,0.000397361,0.000156359,0.0%,71.8%,28.2%
252.35,17.3343,1.22415,0.0481367,0,0.000390403,0.000158204,0.0%,71.2%,28.8%
252.3,17.2908,1.22462,0.0479823,0,0.000383192,0.000165125,0.0%,69.9%,30.1%
252.25,17.2474,1.2251,0.047805,0,0.000376301,0.000165342,0.0%,69.5%,30.5%
252.2,17.2039,1.22561,0.0476021,0,0.000369742,0.000158048,0.0%,70.1%,29.9%
252.15,17.1612,1.22606,0.0474951,0,0.000361997,0.000177016,0.0%,67.2%,32.8%
252.1,17.1178,1.22658,0.0472566,0,0.000355901,0.000159008,0.0%,69.1%,30.9%
252.05,17.0749,1.22708,0.0471136,0,0.000348657,0.000167164,0.0%,67.6%,32.4%
252,17.0325,1.22755,0.0469739,0,0.000341425,0.00017587,0.0%,66.0%,34.0%
251.95,16.9901,1.22803,0.0467978,0,0.000334654,0.000173985,0.0%,65.8%,34.2%
251.9,16.9476,1.22853,0.0466187,0,0.000327943,0.000170825,0.0%,65.8%,34.2%
251.85,16.905,1.22905,0.0464356,0,0.000321303,0.000166079,0.0%,65.9%,34.1%
251.8,16.863,1.22954,0.0463091,0,0.000314113,0.000176714,0.0%,64.0%,36.0%
251.75,16.8215,1.23,0.0461846,0,0.00030698,0.00018748,0.0%,62.1%,37.9%
251.7,16.7793,1.23053,0.0459554,0,0.000300939,0.00016842,0.0%,64.1%,35.9%
251.65,16.7377,1.23102,0.045838,0,0.000293846,0.000180228,0.0%,62.0%,38.0%
251.6,16.696,1.23154,0.0456628,0,0.000287373,0.000175286,0.0%,62.1%,37.9%
251.55,16.6549,1.23201,0.0455521,0,0.000280374,0.000187995,0.0%,59.9%,40.1%
251.5,16.614,1.23248,0.0454066,0,0.000273773,0.000190401,0.0%,59.0%,41.0%
251.45,16.5727,1.23301,0.0452113,0,0.000267662,0.000178227,0.0%,60.0%,40.0%
251.4,16.5319,1.2335,0.0450935,0,0.000260961,0.000187342,0.0%,58.2%,41.8%
251.35,16.4912,1.23399,0.0449516,0,0.000254546,0.000189123,0.0%,57.4%,42.6%
251.3,16.4506,1.23448,0.0448031,0,0.000248263,0.000188415,0.0%,56.9%,43.1%
251.25,16.4109,1.23492,0.0447185,0,0.000241585,0.000205273,0.0%,54.1%,45.9%
251.2,16.3696,1.2355,0.044447,0,0.00023637,0.000168403,0.0%,58.4%,41.6%
251.15,16.3294,1.236,0.0443875,0,0.000229678,0.000191149,0.0%,54.6%,45.4%
