T(K),Vsol (cm3),ρsol (g/cm3),V_ice (cm3),Individual salt volumes (cm3),,,,Vol%,,,
,,,,Gypsum,Meridianiite,Mirabilite,Picromerite,Gypsum,Meridianiite,Mirabilite,Picromerite
270.9,243.535,1.05265,824.09,0.000715314,0,0,0,100.0%,0.0%,0.0%,0.0%
270.85,234.693,1.05435,833.778,0.00692833,0,0,0,100.0%,0.0%,0.0%,0.0%
270.8,226.445,1.05604,842.817,0.0127183,0,0,0,100.0%,0.0%,0.0%,0.0%
270.75,218.733,1.05774,851.269,0.0181246,0,0,0,100.0%,0.0%,0.0%,0.0%
270.7,211.509,1.05943,859.187,0.0231856,0,0,0,100.0%,0.0%,0.0%,0.0%
270.65,204.729,1.06113,866.619,0.027928,0,0,0,100.0%,0.0%,0.0%,0.0%
270.6,198.354,1.06284,873.608,0.032383,0,0,0,100.0%,0.0%,0.0%,0.0%
270.55,192.35,1.06454,880.19,0.0365784,0,0,0,100.0%,0.0%,0.0%,0.0%
270.5,186.687,1.06624,886.4,0.0405305,0,0,0,100.0%,0.0%,0.0%,0.0%
270.45,181.337,1.06794,892.266,0.0442632,0,0,0,100.0%,0.0%,0.0%,0.0%
270.4,176.277,1.06965,897.816,0.0477942,0,0,0,100.0%,0.0%,0.0%,0.0%
270.35,171.484,1.07135,903.073,0.0511397,0,0,0,100.0%,0.0%,0.0%,0.0%
270.3,166.938,1.07305,908.06,0.0543107,0,0,0,100.0%,0.0%,0.0%,0.0%
270.25,162.621,1.07476,912.796,0.0573233,0,0,0,100.0%,0.0%,0.0%,0.0%
270.2,158.518,1.07646,917.298,0.0601885,0,0,0,100.0%,0.0%,0.0%,0.0%
270.15,154.613,1.07815,921.583,0.0629183,0,0,0,100.0%,0.0%,0.0%,0.0%
270.1,150.893,1.07985,925.665,0.0655186,0,0,0,100.0%,0.0%,0.0%,0.0%
270.05,147.346,1.08155,929.559,0.0680006,0,0,0,100.0%,0.0%,0.0%,0.0%
270,143.96,1.08324,933.275,0.0703728,0,0,0,100.0%,0.0%,0.0%,0.0%
269.95,140.726,1.08494,936.825,0.0726421,0,0,0,100.0%,0.0%,0.0%,0.0%
269.9,137.634,1.08663,940.221,0.0748152,0,0,0,100.0%,0.0%,0.0%,0.0%
269.85,134.183,1.08827,943.929,0.0773837,0,0.0799614,0,49.2%,0.0%,50.8%,0.0%
269.8,129.328,1.08978,948.92,0.081401,0,0.418546,0,16.3%,0.0%,83.7%,0.0%
269.75,124.821,1.09128,953.554,0.0851355,0,0.733446,0,10.4%,0.0%,89.6%,0.0%
269.7,120.622,1.09277,957.87,0.0886263,0,1.02774,0,7.9%,0.0%,92.1%,0.0%
269.65,116.706,1.09426,961.895,0.0918861,0,1.30268,0,6.6%,0.0%,93.4%,0.0%
269.6,113.042,1.09574,965.659,0.0949442,0,1.56058,0,5.7%,0.0%,94.3%,0.0%
269.55,109.609,1.0972,969.187,0.0978187,0,1.80296,0,5.1%,0.0%,94.9%,0.0%
269.5,106.385,1.09866,972.499,0.100526,0,2.03122,0,4.7%,0.0%,95.3%,0.0%
269.45,103.354,1.10012,975.613,0.103076,0,2.24617,0,4.4%,0.0%,95.6%,0.0%
269.4,100.497,1.10156,978.548,0.105489,0,2.44952,0,4.1%,0.0%,95.9%,0.0%
269.35,97.8007,1.10299,981.317,0.107771,0,2.64181,0,3.9%,0.0%,96.1%,0.0%
269.3,95.2527,1.10442,983.934,0.109935,0,2.82405,0,3.7%,0.0%,96.3%,0.0%
269.25,92.8407,1.10583,986.41,0.111991,0,2.99711,0,3.6%,0.0%,96.4%,0.0%
269.2,90.5552,1.10724,988.757,0.113943,0,3.16137,0,3.5%,0.0%,96.5%,0.0%
269.15,88.3857,1.10864,990.984,0.115805,0,3.31791,0,3.4%,0.0%,96.6%,0.0%
269.1,86.3245,1.11003,993.099,0.117579,0,3.46696,0,3.3%,0.0%,96.7%,0.0%
269.05,84.3638,1.11141,995.111,0.119271,0,3.60907,0,3.2%,0.0%,96.8%,0.0%
269,82.4963,1.11278,997.028,0.12089,0,3.74488,0,3.1%,0.0%,96.9%,0.0%
268.95,80.7159,1.11415,998.855,0.122439,0,3.87472,0,3.1%,0.0%,96.9%,0.0%
268.9,79.0166,1.1155,1000.6,0.123924,0,3.99909,0,3.0%,0.0%,97.0%,0.0%
268.85,77.3933,1.11684,1002.26,0.125348,0,4.11821,0,3.0%,0.0%,97.0%,0.0%
268.8,75.8414,1.11818,1003.85,0.126711,0,4.23223,0,2.9%,0.0%,97.1%,0.0%
268.75,74.3558,1.1195,1005.38,0.128025,0,4.34189,0,2.9%,0.0%,97.1%,0.0%
268.7,72.9328,1.12082,1006.84,0.129288,0,4.44723,0,2.8%,0.0%,97.2%,0.0%
268.65,71.5687,1.12213,1008.24,0.130502,0,4.54837,0,2.8%,0.0%,97.2%,0.0%
268.6,70.2597,1.12343,1009.58,0.131675,0,4.64589,0,2.8%,0.0%,97.2%,0.0%
268.55,69.0029,1.12473,1010.87,0.132801,0,4.73953,0,2.7%,0.0%,97.3%,0.0%
268.5,67.7952,1.12601,1012.1,0.133891,0,4.82998,0,2.7%,0.0%,97.3%,0.0%
268.45,66.6339,1.12728,1013.29,0.134943,0,4.91712,0,2.7%,0.0%,97.3%,0.0%
268.4,65.5163,1.12855,1014.44,0.13596,0,5.00127,0,2.6%,0.0%,97.4%,0.0%
268.35,64.4402,1.1298,1015.54,0.136945,0,5.08265,0,2.6%,0.0%,97.4%,0.0%
268.3,63.4033,1.13105,1016.6,0.137896,0,5.16107,0,2.6%,0.0%,97.4%,0.0%
268.25,62.4036,1.13229,1017.63,0.138818,0,5.23703,0,2.6%,0.0%,97.4%,0.0%
268.2,61.4392,1.13352,1018.61,0.139713,0,5.31059,0,2.6%,0.0%,97.4%,0.0%
268.15,60.5081,1.13474,1019.57,0.140578,0,5.38165,0,2.5%,0.0%,97.5%,0.0%
268.1,59.609,1.13595,1020.49,0.14142,0,5.45063,0,2.5%,0.0%,97.5%,0.0%
268.05,58.74,1.13715,1021.38,0.142238,0,5.51747,0,2.5%,0.0%,97.5%,0.0%
268,57.8998,1.13836,1022.24,0.143029,0,5.58214,0,2.5%,0.0%,97.5%,0.0%
267.95,57.087,1.13955,1023.07,0.1438,0,5.64499,0,2.5%,0.0%,97.5%,0.0%
267.9,56.3003,1.14073,1023.87,0.14455,0,5.706,0,2.5%,0.0%,97.5%,0.0%
267.85,55.5386,1.14189,1024.65,0.145282,0,5.76538,0,2.5%,0.0%,97.5%,0.0%
267.8,54.8004,1.14306,1025.41,0.14599,0,5.82283,0,2.4%,0.0%,97.6%,0.0%
267.75,54.085,1.14422,1026.14,0.146682,0,5.8788,0,2.4%,0.0%,97.6%,0.0%
267.7,53.3915,1.14535,1026.85,0.147358,0,5.93333,0,2.4%,0.0%,97.6%,0.0%
267.65,52.7184,1.1465,1027.53,0.148014,0,5.9862,0,2.4%,0.0%,97.6%,0.0%
267.6,52.0653,1.14763,1028.2,0.148655,0,6.03777,0,2.4%,0.0%,97.6%,0.0%
267.55,51.4311,1.14876,1028.85,0.14928,0,6.08796,0,2.4%,0.0%,97.6%,0.0%
267.5,50.8152,1.14987,1029.48,0.149891,0,6.13685,0,2.4%,0.0%,97.6%,0.0%
267.45,50.2166,1.15098,1030.09,0.150487,0,6.18451,0,2.4%,0.0%,97.6%,0.0%
267.4,49.6348,1.15208,1030.68,0.15107,0,6.23097,0,2.4%,0.0%,97.6%,0.0%
267.35,49.0691,1.15317,1031.26,0.15164,0,6.27636,0,2.4%,0.0%,97.6%,0.0%
267.3,48.5187,1.15425,1031.82,0.152196,0,6.32053,0,2.4%,0.0%,97.6%,0.0%
267.25,47.9828,1.15535,1032.37,0.152738,0,6.36354,0,2.3%,0.0%,97.7%,0.0%
267.2,47.4615,1.15641,1032.9,0.153272,0,6.40574,0,2.3%,0.0%,97.7%,0.0%
267.15,46.9537,1.15747,1033.42,0.153793,0,6.44684,0,2.3%,0.0%,97.7%,0.0%
267.1,46.4591,1.15853,1033.93,0.154303,0,6.48704,0,2.3%,0.0%,97.7%,0.0%
267.05,45.9771,1.15958,1034.42,0.154803,0,6.5263,0,2.3%,0.0%,97.7%,0.0%
267,45.5076,1.1606,1034.9,0.155294,0,6.56479,0,2.3%,0.0%,97.7%,0.0%
266.95,45.0492,1.16165,1035.36,0.155772,0,6.60222,0,2.3%,0.0%,97.7%,0.0%
266.9,44.6026,1.16267,1035.82,0.156243,0,6.639,0,2.3%,0.0%,97.7%,0.0%
266.85,44.1664,1.1637,1036.26,0.156702,0,6.67481,0,2.3%,0.0%,97.7%,0.0%
265.6,35.9184,1.1872,1044.66,0.165933,0,7.37583,0,2.2%,0.0%,97.8%,0.0%
265.55,35.6681,1.18807,1044.91,0.166232,0,7.39786,0,2.2%,0.0%,97.8%,0.0%
265.5,35.4221,1.18894,1045.16,0.166525,0,7.41949,0,2.2%,0.0%,97.8%,0.0%
265.45,35.1811,1.18978,1045.4,0.166816,0,7.44087,0,2.2%,0.0%,97.8%,0.0%
265.4,34.9441,1.19064,1045.64,0.167102,0,7.46186,0,2.2%,0.0%,97.8%,0.0%
265.35,34.7115,1.19148,1045.88,0.167384,0,7.48253,0,2.2%,0.0%,97.8%,0.0%
265.3,34.4828,1.19233,1046.11,0.167662,0,7.50283,0,2.2%,0.0%,97.8%,0.0%
265.25,34.2585,1.19316,1046.34,0.167937,0,7.52291,0,2.2%,0.0%,97.8%,0.0%
265.2,34.0378,1.19399,1046.56,0.168208,0,7.54263,0,2.2%,0.0%,97.8%,0.0%
265.15,33.821,1.19482,1046.78,0.168475,0,7.56205,0,2.2%,0.0%,97.8%,0.0%
265.1,33.608,1.19564,1047,0.168739,0,7.58121,0,2.2%,0.0%,97.8%,0.0%
265.05,33.3985,1.19646,1047.21,0.168999,0,7.60006,0,2.2%,0.0%,97.8%,0.0%
265,33.1921,1.19729,1047.42,0.169255,0,7.61856,0,2.2%,0.0%,97.8%,0.0%
264.95,32.99,1.19808,1047.63,0.169509,0,7.63695,0,2.2%,0.0%,97.8%,0.0%
264.9,32.7906,1.1989,1047.83,0.169759,0,7.65496,0,2.2%,0.0%,97.8%,0.0%
264.85,32.595,1.19968,1048.03,0.170007,0,7.6728,0,2.2%,0.0%,97.8%,0.0%
264.8,32.4021,1.20048,1048.22,0.170251,0,7.69031,0,2.2%,0.0%,97.8%,0.0%
264.75,32.2125,1.20127,1048.41,0.170492,0,7.7076,0,2.2%,0.0%,97.8%,0.0%
264.7,32.0259,1.20206,1048.6,0.17073,0,7.72464,0,2.2%,0.0%,97.8%,0.0%
264.65,31.8423,1.20285,1048.79,0.170965,0,7.74145,0,2.2%,0.0%,97.8%,0.0%
264.6,31.6617,1.20362,1048.97,0.171198,0,7.75807,0,2.2%,0.0%,97.8%,0.0%
264.55,31.4837,1.20439,1049.15,0.171428,0,7.77442,0,2.2%,0.0%,97.8%,0.0%
264.5,31.3084,1.20517,1049.33,0.171654,0,7.79052,0,2.2%,0.0%,97.8%,0.0%
264.45,31.1361,1.20593,1049.5,0.171879,0,7.80647,0,2.2%,0.0%,97.8%,0.0%
264.4,30.9662,1.20669,1049.67,0.1721,0,7.82218,0,2.2%,0.0%,97.8%,0.0%
264.35,30.7988,1.20745,1049.84,0.172319,0,7.83767,0,2.2%,0.0%,97.8%,0.0%
264.3,30.634,1.20821,1050.01,0.172535,0,7.85295,0,2.1%,0.0%,97.9%,0.0%
264.25,30.4715,1.20897,1050.17,0.172749,0,7.86804,0,2.1%,0.0%,97.9%,0.0%
264.2,30.3116,1.20971,1050.33,0.172961,0,7.88294,0,2.1%,0.0%,97.9%,0.0%
264.15,30.1539,1.21046,1050.49,0.17317,0,7.89765,0,2.1%,0.0%,97.9%,0.0%
264.1,29.9986,1.2112,1050.65,0.173376,0,7.91218,0,2.1%,0.0%,97.9%,0.0%
264.05,29.8455,1.21193,1050.81,0.173581,0,7.92652,0,2.1%,0.0%,97.9%,0.0%
264,29.6946,1.21267,1050.96,0.173783,0,7.94069,0,2.1%,0.0%,97.9%,0.0%
263.95,29.5458,1.2134,1051.11,0.173983,0,7.95467,0,2.1%,0.0%,97.9%,0.0%
263.9,29.3992,1.21412,1051.26,0.174181,0,7.96849,0,2.1%,0.0%,97.9%,0.0%
263.85,29.2545,1.21484,1051.4,0.174376,0,7.98214,0,2.1%,0.0%,97.9%,0.0%
263.8,29.1119,1.21557,1051.55,0.17457,0,7.99562,0,2.1%,0.0%,97.9%,0.0%
263.75,28.9713,1.21628,1051.69,0.174761,0,8.00894,0,2.1%,0.0%,97.9%,0.0%
263.7,28.8325,1.21699,1051.83,0.17495,0,8.02211,0,2.1%,0.0%,97.9%,0.0%
263.65,28.6958,1.21769,1051.97,0.175138,0,8.03513,0,2.1%,0.0%,97.9%,0.0%
263.6,28.5607,1.2184,1052.1,0.175323,0,8.04797,0,2.1%,0.0%,97.9%,0.0%
263.55,28.4275,1.21911,1052.24,0.175506,0,8.06067,0,2.1%,0.0%,97.9%,0.0%
263.5,28.2961,1.21981,1052.37,0.175688,0,8.07322,0,2.1%,0.0%,97.9%,0.0%
263.45,28.1664,1.2205,1052.5,0.175868,0,8.08563,0,2.1%,0.0%,97.9%,0.0%
263.4,28.0384,1.22119,1052.63,0.176045,0,8.0979,0,2.1%,0.0%,97.9%,0.0%
263.35,27.9121,1.22188,1052.76,0.176222,0,8.11004,0,2.1%,0.0%,97.9%,0.0%
263.3,27.7873,1.22257,1052.88,0.176396,0,8.12202,0,2.1%,0.0%,97.9%,0.0%
263.25,27.6644,1.22324,1053.01,0.176568,0,8.13391,0,2.1%,0.0%,97.9%,0.0%
263.2,27.5427,1.22393,1053.13,0.176739,0,8.1456,0,2.1%,0.0%,97.9%,0.0%
263.15,27.4229,1.2246,1053.25,0.176908,0,8.15723,0,2.1%,0.0%,97.9%,0.0%
263.1,27.3042,1.22529,1053.37,0.177075,0,8.16866,0,2.1%,0.0%,97.9%,0.0%
263.05,27.1875,1.22594,1053.49,0.177241,0,8.18005,0,2.1%,0.0%,97.9%,0.0%
263,27.1028,1.22675,1053.59,0.176493,0,8.17432,0,2.1%,0.0%,97.9%,0.0%
262.95,26.9884,1.22742,1053.7,0.176659,0,8.18551,0,2.1%,0.0%,97.9%,0.0%
262.9,26.8757,1.22806,1053.81,0.176825,0,8.19664,0,2.1%,0.0%,97.9%,0.0%
262.85,26.7641,1.22872,1053.93,0.176988,0,8.20759,0,2.1%,0.0%,97.9%,0.0%
262.8,26.6534,1.2294,1054.04,0.17715,0,8.21837,0,2.1%,0.0%,97.9%,0.0%
262.75,26.5444,1.23005,1054.15,0.17731,0,8.22909,0,2.1%,0.0%,97.9%,0.0%
262.7,26.4367,1.2307,1054.25,0.177469,0,8.2397,0,2.1%,0.0%,97.9%,0.0%
262.65,26.3303,1.23135,1054.36,0.177626,0,8.2502,0,2.1%,0.0%,97.9%,0.0%
262.6,26.2251,1.232,1054.47,0.177782,0,8.26059,0,2.1%,0.0%,97.9%,0.0%
262.55,26.1214,1.23263,1054.57,0.177937,0,8.2709,0,2.1%,0.0%,97.9%,0.0%
262.5,26.0186,1.23328,1054.67,0.17809,0,8.28107,0,2.1%,0.0%,97.9%,0.0%
262.45,25.9169,1.23393,1054.78,0.178241,0,8.29112,0,2.1%,0.0%,97.9%,0.0%
262.4,25.8165,1.23456,1054.88,0.178391,0,8.3011,0,2.1%,0.0%,97.9%,0.0%
262.35,25.7172,1.2352,1054.98,0.17854,0,8.31097,0,2.1%,0.0%,97.9%,0.0%
262.3,25.6191,1.23583,1055.08,0.178687,0,8.32075,0,2.1%,0.0%,97.9%,0.0%
262.25,25.5221,1.23646,1055.17,0.178833,0,8.33043,0,2.1%,0.0%,97.9%,0.0%
262.2,25.4261,1.23708,1055.27,0.178978,0,8.34001,0,2.1%,0.0%,97.9%,0.0%
262.15,25.3313,1.23771,1055.36,0.179122,0,8.3495,0,2.1%,0.0%,97.9%,0.0%
262.1,25.2374,1.23833,1055.46,0.179264,0,8.3589,0,2.1%,0.0%,97.9%,0.0%
262.05,25.1446,1.23895,1055.55,0.179405,0,8.3682,0,2.1%,0.0%,97.9%,0.0%
262,25.0528,1.23957,1055.64,0.179544,0,8.37742,0,2.1%,0.0%,97.9%,0.0%
261.95,24.9621,1.24018,1055.73,0.179683,0,8.38656,0,2.1%,0.0%,97.9%,0.0%
261.9,24.8723,1.24079,1055.82,0.17982,0,8.39561,0,2.1%,0.0%,97.9%,0.0%
261.85,24.7835,1.2414,1055.91,0.179956,0,8.40456,0,2.1%,0.0%,97.9%,0.0%
261.8,24.6954,1.24201,1056,0.180091,0,8.41342,0,2.1%,0.0%,97.9%,0.0%
261.75,24.6084,1.24262,1056.09,0.180224,0,8.42221,0,2.1%,0.0%,97.9%,0.0%
261.7,24.4636,1.24304,1056.2,0.180365,0.0322068,8.43398,0,2.1%,0.4%,97.5%,0.0%
261.65,24.2468,1.24324,1056.34,0.180512,0.104457,8.44942,0,2.1%,1.2%,96.7%,0.0%
261.6,24.0337,1.24343,1056.48,0.180656,0.175491,8.4646,0,2.0%,2.0%,96.0%,0.0%
261.55,23.8242,1.24364,1056.62,0.180797,0.245171,8.4795,0,2.0%,2.8%,95.2%,0.0%
261.5,23.6183,1.24386,1056.76,0.180935,0.313643,8.49414,0,2.0%,3.5%,94.5%,0.0%
261.45,23.4157,1.24406,1056.89,0.18107,0.381147,8.5086,0,2.0%,4.2%,93.8%,0.0%
261.4,23.2163,1.24422,1057.02,0.181205,0.447943,8.52294,0,2.0%,4.9%,93.1%,0.0%
261.35,23.0205,1.24444,1057.15,0.181334,0.512975,8.53688,0,2.0%,5.6%,92.5%,0.0%
261.3,22.8278,1.24467,1057.28,0.181462,0.576981,8.5506,0,1.9%,6.2%,91.9%,0.0%
261.25,22.6381,1.24485,1057.4,0.181588,0.640323,8.56422,0,1.9%,6.8%,91.2%,0.0%
261.2,22.4514,1.24504,1057.53,0.181711,0.70263,8.57762,0,1.9%,7.4%,90.7%,0.0%
261.15,22.2678,1.24523,1057.65,0.181832,0.763849,8.59079,0,1.9%,8.0%,90.1%,0.0%
261.1,22.087,1.24544,1057.77,0.18195,0.823979,8.60374,0,1.9%,8.6%,89.5%,0.0%
261.05,21.9091,1.24564,1057.88,0.182066,0.883291,8.61652,0,1.9%,9.1%,89.0%,0.0%
261,21.734,1.24585,1058,0.18218,0.941589,8.62909,0,1.9%,9.7%,88.5%,0.0%
260.95,21.5615,1.24602,1058.11,0.182292,0.999304,8.64156,0,1.9%,10.2%,88.0%,0.0%
260.9,21.3916,1.24621,1058.23,0.182402,1.05594,8.6538,0,1.8%,10.7%,87.5%,0.0%
260.85,21.2244,1.24645,1058.34,0.182509,1.11139,8.66577,0,1.8%,11.2%,87.0%,0.0%
260.8,21.0597,1.24662,1058.44,0.182615,1.16645,8.6777,0,1.8%,11.6%,86.5%,0.0%
260.75,20.8975,1.24684,1058.55,0.182718,1.2204,8.68938,0,1.8%,12.1%,86.1%,0.0%
260.7,20.7376,1.24704,1058.66,0.18282,1.27366,8.70092,0,1.8%,12.5%,85.7%,0.0%
260.65,20.5802,1.24723,1058.76,0.18292,1.32615,8.71232,0,1.8%,13.0%,85.2%,0.0%
260.6,20.425,1.24743,1058.86,0.183018,1.37786,8.72355,0,1.8%,13.4%,84.8%,0.0%
260.55,20.2721,1.24763,1058.96,0.183114,1.42878,8.73462,0,1.8%,13.8%,84.4%,0.0%
260.5,20.1214,1.24782,1059.06,0.183208,1.47901,8.74555,0,1.8%,14.2%,84.0%,0.0%
260.45,19.9729,1.24802,1059.16,0.183301,1.52849,8.75633,0,1.8%,14.6%,83.6%,0.0%
260.4,19.8265,1.24822,1059.26,0.183392,1.57728,8.76697,0,1.7%,15.0%,83.3%,0.0%
260.35,19.6822,1.24842,1059.35,0.183481,1.62535,8.77746,0,1.7%,15.4%,82.9%,0.0%
260.3,19.5399,1.24862,1059.45,0.183568,1.67268,8.7878,0,1.7%,15.7%,82.6%,0.0%
260.25,19.3996,1.24881,1059.54,0.183654,1.71949,8.79804,0,1.7%,16.1%,82.2%,0.0%
260.2,19.2613,1.24902,1059.63,0.183738,1.76549,8.80811,0,1.7%,16.4%,81.9%,0.0%
260.15,19.1249,1.24921,1059.72,0.183821,1.81095,8.81807,0,1.7%,16.7%,81.6%,0.0%
260.1,18.9904,1.24939,1059.81,0.183902,1.85589,8.82795,0,1.7%,17.1%,81.2%,0.0%
260.05,18.8576,1.24961,1059.89,0.183982,1.89993,8.83761,0,1.7%,17.4%,80.9%,0.0%
260,18.7268,1.24978,1059.98,0.18406,1.94368,8.84724,0,1.7%,17.7%,80.6%,0.0%
259.95,18.5976,1.25,1060.07,0.184137,1.98651,8.85666,0,1.7%,18.0%,80.3%,0.0%
259.9,18.4701,1.2502,1060.15,0.184212,2.02888,8.86599,0,1.7%,18.3%,80.0%,0.0%
259.85,18.3444,1.2504,1060.23,0.184286,2.07072,8.87522,0,1.7%,18.6%,79.7%,0.0%
259.8,18.2204,1.2506,1060.31,0.184358,2.112,8.88434,0,1.6%,18.9%,79.5%,0.0%
259.75,18.098,1.25076,1060.39,0.18443,2.15291,8.8934,0,1.6%,19.2%,79.2%,0.0%
259.7,17.9772,1.25097,1060.47,0.184499,2.19307,8.90229,0,1.6%,19.4%,78.9%,0.0%
259.65,17.8579,1.25117,1060.55,0.184568,2.23271,8.91108,0,1.6%,19.7%,78.7%,0.0%
259.6,17.7402,1.25137,1060.63,0.184635,2.27182,8.91976,0,1.6%,20.0%,78.4%,0.0%
259.55,17.624,1.25157,1060.71,0.184701,2.31043,8.92834,0,1.6%,20.2%,78.2%,0.0%
259.5,17.5093,1.25178,1060.78,0.184765,2.34849,8.9368,0,1.6%,20.5%,77.9%,0.0%
259.45,17.3961,1.25197,1060.86,0.184829,2.38616,8.9452,0,1.6%,20.7%,77.7%,0.0%
259.4,17.2842,1.25217,1060.93,0.184891,2.4233,8.95348,0,1.6%,21.0%,77.4%,0.0%
259.35,17.1738,1.25237,1061,0.184952,2.45996,8.96167,0,1.6%,21.2%,77.2%,0.0%
259.3,17.0648,1.25257,1061.07,0.185012,2.49617,8.96976,0,1.6%,21.4%,77.0%,0.0%
259.25,16.9571,1.25278,1061.14,0.185071,2.53191,8.97776,0,1.6%,21.6%,76.8%,0.0%
259.2,16.8507,1.25297,1061.21,0.185128,2.5672,8.98568,0,1.6%,21.9%,76.6%,0.0%
259.15,16.7457,1.25317,1061.28,0.185185,2.6021,8.99352,0,1.6%,22.1%,76.3%,0.0%
259.1,16.6419,1.25337,1061.35,0.18524,2.63648,9.00124,0,1.6%,22.3%,76.1%,0.0%
259.05,16.5394,1.25357,1061.42,0.185294,2.67047,9.0089,0,1.6%,22.5%,75.9%,0.0%
259,16.4382,1.25378,1061.49,0.185348,2.70404,9.01646,0,1.6%,22.7%,75.7%,0.0%
258.95,16.3383,1.25394,1061.55,0.1854,2.73737,9.02401,0,1.6%,22.9%,75.5%,0.0%
258.9,16.2394,1.25414,1061.62,0.185451,2.77011,9.03141,0,1.5%,23.1%,75.3%,0.0%
258.85,16.1417,1.25434,1061.68,0.185501,2.80245,9.03873,0,1.5%,23.3%,75.2%,0.0%
258.8,16.0452,1.25455,1061.74,0.18555,2.8344,9.04597,0,1.5%,23.5%,75.0%,0.0%
258.75,15.9498,1.25475,1061.81,0.185598,2.86596,9.05314,0,1.5%,23.7%,74.8%,0.0%
258.7,15.8555,1.25496,1061.87,0.185645,2.8971,9.06022,0,1.5%,23.9%,74.6%,0.0%
258.65,15.7624,1.25515,1061.93,0.185692,2.92797,9.06725,0,1.5%,24.0%,74.4%,0.0%
258.6,15.6703,1.25536,1061.99,0.185737,2.9584,9.07419,0,1.5%,24.2%,74.3%,0.0%
258.55,15.5793,1.25556,1062.05,0.185781,2.98849,9.08107,0,1.5%,24.4%,74.1%,0.0%
258.5,15.4894,1.25576,1062.11,0.185825,3.01821,9.08787,0,1.5%,24.6%,73.9%,0.0%
258.45,15.4004,1.25597,1062.17,0.185867,3.04758,9.0946,0,1.5%,24.7%,73.8%,0.0%
258.4,15.3125,1.25617,1062.23,0.185908,3.07662,9.10126,0,1.5%,24.9%,73.6%,0.0%
258.35,15.2257,1.25634,1062.28,0.185949,3.10541,9.10789,0,1.5%,25.0%,73.5%,0.0%
258.3,15.1396,1.25657,1062.34,0.185989,3.13367,9.11439,0,1.5%,25.2%,73.3%,0.0%
258.25,15.0546,1.25677,1062.4,0.186028,3.1617,9.12086,0,1.5%,25.4%,73.2%,0.0%
258.2,14.9706,1.25698,1062.45,0.186066,3.1894,9.12726,0,1.5%,25.5%,73.0%,0.0%
258.15,14.8875,1.25718,1062.51,0.186103,3.21679,9.1336,0,1.5%,25.7%,72.9%,0.0%
258.1,14.8054,1.25738,1062.56,0.186139,3.24387,9.13987,0,1.5%,25.8%,72.7%,0.0%
258.05,14.7241,1.25757,1062.61,0.186175,3.27068,9.1461,0,1.5%,26.0%,72.6%,0.0%
258,14.6438,1.25777,1062.67,0.18621,3.29714,9.15226,0,1.5%,26.1%,72.4%,0.0%
257.95,14.5644,1.25796,1062.72,0.186244,3.32335,9.15838,0,1.5%,26.2%,72.3%,0.0%
257.9,14.4857,1.25816,1062.77,0.186277,3.3492,9.16441,0,1.5%,26.4%,72.2%,0.0%
257.85,14.4079,1.25837,1062.82,0.186309,3.37475,9.17038,0,1.5%,26.5%,72.0%,0.0%
257.8,14.3309,1.25858,1062.87,0.186341,3.4,9.17629,0,1.5%,26.6%,71.9%,0.0%
